rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_immoscout,url_homegate,url_flatfox
4.0,84.0,1830,1500,2503,Badhausstrasse 21,Biel/Bienne,1960,True,True,True,False,False,False,False,False,False,21.79,457.5,21.0,False,False,False,1830_84.0_4.0_2503_Badhausstrasse21_Biel/Bienne,,https://www.homegate.ch/mieten/3001811509,
3.0,0.0,1870,1610,2503,Mattenstrasse 2,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,623.33,0.0,False,False,False,1870_0.0_3.0_2503_Mattenstrasse2_Biel/Bienne,,https://www.homegate.ch/mieten/3001855664,
4.5,69.0,1890,330,2503,Brüggstrasse 40,Biel/Bienne,2022,True,False,True,False,False,False,False,False,False,27.39,420.0,15.33,False,False,False,1890_69.0_4.5_2503_Brüggstrasse40_Biel/Bienne,,https://www.homegate.ch/mieten/3001855093,
4.0,0.0,1890,1560,2503,Brüggstrasse 40,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,0.0,472.5,0.0,False,False,False,1890_0.0_4.0_2503_Brüggstrasse40_Biel/Bienne,,https://www.homegate.ch/mieten/3001861533,
3.5,0.0,1890,1700,2503,Zentralstrasse 85 / Haus C,Biel/Bienne,0,True,True,False,False,False,False,False,False,False,0.0,540.0,0.0,False,False,False,1890_0.0_3.5_2503_Zentralstrasse85/HausC_Biel/Bienne,,https://www.homegate.ch/mieten/3001406398,
3.5,0.0,2010,1735,2503,Neumarktstrasse 62,Biel/Bienne,2018,False,False,True,False,False,False,False,False,False,0.0,574.29,0.0,False,False,False,2010_0.0_3.5_2503_Neumarktstrasse62_Biel/Bienne,,https://www.homegate.ch/mieten/3001767087,
3.5,87.0,2230,1980,2503,Tulpenweg 15,Biel/Bienne,2018,True,True,True,True,False,False,False,False,False,25.63,637.14,24.86,False,False,False,2230_87.0_3.5_2503_Tulpenweg15_Biel/Bienne,,https://www.homegate.ch/mieten/3000884151,
4.5,105.0,2330,2090,2503,Alfred-Aebi-Strasse 92,Biel/Bienne,2016,True,True,False,False,False,False,False,False,False,22.19,517.78,23.33,False,False,False,2330_105.0_4.5_2503_Alfred-Aebi-Strasse92_Biel/Bienne,,https://www.homegate.ch/mieten/3001745217,
1.0,28.0,690,540,2504,Westerholz 6,Biel/Bienne,1989,False,True,True,True,False,False,False,False,False,24.64,690.0,28.0,False,False,False,690_28.0_1.0_2504_Westerholz6_Biel/Bienne,,https://www.homegate.ch/mieten/3001795978,
1.0,38.0,760,620,2504,Bözingenstrasse 140,Biel/Bienne,1961,True,True,True,True,False,False,False,False,False,20.0,760.0,38.0,False,False,False,760_38.0_1.0_2504_Bözingenstrasse140_Biel/Bienne,,https://www.homegate.ch/mieten/3001866758,
2.5,51.0,955,765,2504,Poststrasse 38,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,18.73,382.0,20.4,False,False,False,955_51.0_2.5_2504_Poststrasse38_Biel/Bienne,,https://www.homegate.ch/mieten/3001856008,
2.5,51.0,960,770,2504,Poststrasse 42,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,18.82,384.0,20.4,False,False,False,960_51.0_2.5_2504_Poststrasse42_Biel/Bienne,,https://www.homegate.ch/mieten/3001786500,
3.5,0.0,970,750,2504,Eisfeldstrasse 9a,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,277.14,0.0,False,False,False,970_0.0_3.5_2504_Eisfeldstrasse9a_Biel/Bienne,,https://www.homegate.ch/mieten/3001871049,
3.0,0.0,980,780,2504,Solothurnstrasse 73,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,326.67,0.0,False,False,False,980_0.0_3.0_2504_Solothurnstrasse73_Biel/Bienne,,https://www.homegate.ch/mieten/3001838046,
2.0,0.0,990,790,2504,Beaulieuweg 26,Biel/Bienne,1970,True,False,False,True,False,False,False,False,False,0.0,495.0,0.0,False,False,False,990_0.0_2.0_2504_Beaulieuweg26_Biel/Bienne,,https://www.homegate.ch/mieten/3001859438,
2.0,0.0,1000,800,2504,Hirtenweg 7,Biel/Bienne,2019,False,False,False,False,False,False,False,False,False,0.0,500.0,0.0,False,False,False,1000_0.0_2.0_2504_Hirtenweg7_Biel/Bienne,,https://www.homegate.ch/mieten/3001855548,
2.0,0.0,1020,850,2504,Am Wald 15,Biel/Bienne,2022,False,False,False,False,False,False,False,False,False,0.0,510.0,0.0,False,False,False,1020_0.0_2.0_2504_AmWald15_Biel/Bienne,,https://www.homegate.ch/mieten/3001843438,
2.5,0.0,1050,1050,2504,Bözingenstrasse 13,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,420.0,0.0,False,False,False,1050_0.0_2.5_2504_Bözingenstrasse13_Biel/Bienne,,https://www.homegate.ch/mieten/3001810210,
2.5,45.0,1055,890,2504,Sägefeldweg 60,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,23.44,422.0,18.0,False,False,False,1055_45.0_2.5_2504_Sägefeldweg60_Biel/Bienne,,https://www.homegate.ch/mieten/3001819753,
2.5,61.0,1090,920,2504,Schollstr. 3-13,Biel/Bienne,1998,False,False,True,False,False,False,False,False,False,17.87,436.0,24.4,False,False,False,1090_61.0_2.5_2504_Schollstr.3-13_Biel/Bienne,,https://www.homegate.ch/mieten/3001873687,
4.0,0.0,1100,1100,2504,Orpundstrasse 2,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,0.0,275.0,0.0,False,False,False,1100_0.0_4.0_2504_Orpundstrasse2_Biel/Bienne,,https://www.homegate.ch/mieten/3001859824,
2.5,0.0,1140,940,2504,Sägefeldweg 16,Biel/Bienne,2022,False,False,False,False,False,False,False,False,False,0.0,456.0,0.0,False,False,False,1140_0.0_2.5_2504_Sägefeldweg16_Biel/Bienne,,https://www.homegate.ch/mieten/3001751220,
2.5,0.0,1150,950,2504,Propsteiweg 14,Biel/Bienne,0,True,True,False,False,False,False,False,False,False,0.0,460.0,0.0,False,False,False,1150_0.0_2.5_2504_Propsteiweg14_Biel/Bienne,,https://www.homegate.ch/mieten/3001858607,
3.0,0.0,1160,960,2504,Geyisriedweg 51,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,386.67,0.0,False,False,False,1160_0.0_3.0_2504_Geyisriedweg51_Biel/Bienne,,https://www.homegate.ch/mieten/3001822197,
3.0,60.0,1175,850,2504,Tscheneyweg 61,Biel/Bienne,0,False,True,False,True,False,False,False,False,False,19.58,391.67,20.0,False,False,False,1175_60.0_3.0_2504_Tscheneyweg61_Biel/Bienne,,https://www.homegate.ch/mieten/3001319215,
3.0,0.0,1200,970,2504,Propsteiweg 14,Biel/Bienne,0,True,True,False,False,False,False,False,False,False,0.0,400.0,0.0,False,False,False,1200_0.0_3.0_2504_Propsteiweg14_Biel/Bienne,,https://www.homegate.ch/mieten/3001858606,
3.5,69.0,1260,1020,2504,Poststrasse 36,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,18.26,360.0,19.71,False,False,False,1260_69.0_3.5_2504_Poststrasse36_Biel/Bienne,,https://www.homegate.ch/mieten/3001722888,
4.0,74.0,1290,1000,2504,Bözingenstrasse 146,Biel/Bienne,0,False,True,False,True,False,False,False,False,False,17.43,322.5,18.5,False,False,False,1290_74.0_4.0_2504_Bözingenstrasse146_Biel/Bienne,,https://www.homegate.ch/mieten/3001747020,
3.0,60.0,1290,1130,2504,Bürenstrasse 41,Biel/Bienne,2005,True,True,False,True,False,False,False,False,False,21.5,430.0,20.0,False,False,False,1290_60.0_3.0_2504_Bürenstrasse41_Biel/Bienne,,https://www.homegate.ch/mieten/3001807671,
4.0,0.0,1365,1195,2504,Mühlestrasse 61,Biel/Bienne,0,True,False,True,True,False,False,False,True,False,0.0,341.25,0.0,False,False,False,1365_0.0_4.0_2504_Mühlestrasse61_Biel/Bienne,,https://www.homegate.ch/mieten/3001871521,
3.5,63.0,1370,1150,2504,Sägefeldweg 60,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,21.75,391.43,18.0,False,False,False,1370_63.0_3.5_2504_Sägefeldweg60_Biel/Bienne,,https://www.homegate.ch/mieten/3001819754,
4.0,120.0,1720,1440,2504,Bözingenstrasse 21,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,14.33,430.0,30.0,False,False,False,1720_120.0_4.0_2504_Bözingenstrasse21_Biel/Bienne,,https://www.homegate.ch/mieten/3001740094,
3.5,134.0,1770,1500,2504,Bözingenstr. 141,Biel/Bienne,1993,True,True,False,False,False,False,False,False,False,13.21,505.71,38.29,False,False,False,1770_134.0_3.5_2504_Bözingenstr.141_Biel/Bienne,,https://www.homegate.ch/mieten/3001866782,
4.5,96.0,1795,1460,2504,Bürenstrasse 83,Biel/Bienne,2006,False,True,False,False,False,False,False,False,False,18.7,398.89,21.33,False,False,False,1795_96.0_4.5_2504_Bürenstrasse83_Biel/Bienne,,https://www.homegate.ch/mieten/3001466910,
3.5,76.0,1810,1570,2504,Scheurenweg 49,Biel/Bienne,2010,True,True,True,False,False,False,False,True,False,23.82,517.14,21.71,False,False,False,1810_76.0_3.5_2504_Scheurenweg49_Biel/Bienne,,https://www.homegate.ch/mieten/3001801822,
4.5,121.0,1850,1470,2504,Narzissenweg 16,Biel/Bienne,1987,True,True,True,False,False,False,False,False,False,15.29,411.11,26.89,False,False,False,1850_121.0_4.5_2504_Narzissenweg16_Biel/Bienne,,https://www.homegate.ch/mieten/3001867385,
2.5,67.0,1655,1465,2505,Florastrasse 16,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,24.7,662.0,26.8,False,False,False,1655_67.0_2.5_2505_Florastrasse16_Biel/Bienne,,https://www.homegate.ch/mieten/3001741245,
3.5,74.0,1830,1620,2505,Florastrasse 16,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,24.73,522.86,21.14,False,False,False,1830_74.0_3.5_2505_Florastrasse16_Biel/Bienne,,https://www.homegate.ch/mieten/3001741248,
4.5,119.0,2395,2095,2505,Florastrasse 16,Biel/Bienne,0,True,True,True,False,False,False,False,False,False,20.13,532.22,26.44,False,False,False,2395_119.0_4.5_2505_Florastrasse16_Biel/Bienne,,https://www.homegate.ch/mieten/3001830047,
3.5,85.0,1300,1125,2502,Pl. de la Gare 5,Bienne,0,True,False,True,False,False,False,False,False,False,15.29,371.43,24.29,False,False,False,1300_85.0_3.5_2502_Pl.delaGare5_Bienne,,https://www.homegate.ch/mieten/3001811382,
3.5,0.0,1350,1150,2502,Rue Bendicht-Rechberger 4,Bienne,0,True,False,True,False,False,False,False,False,False,0.0,385.71,0.0,False,False,False,1350_0.0_3.5_2502_RueBendicht-Rechberger4_Bienne,,https://www.homegate.ch/mieten/3001811524,
3.5,85.0,1375,1200,2502,Pl. de la Gare 5,Bienne,0,True,False,False,False,False,False,False,False,False,16.18,392.86,24.29,False,False,False,1375_85.0_3.5_2502_Pl.delaGare5_Bienne,,https://www.homegate.ch/mieten/3001811140,
3.0,0.0,1450,1250,2502,Pl. de la Gare 5,Bienne,0,True,False,False,False,False,False,False,False,False,0.0,483.33,0.0,False,False,False,1450_0.0_3.0_2502_Pl.delaGare5_Bienne,,https://www.homegate.ch/mieten/3001811276,
2.5,57.0,1050,925,2503,Rue du Débarcadère 47,Bienne,0,False,False,True,False,False,False,False,False,False,18.42,420.0,22.8,False,False,False,1050_57.0_2.5_2503_RueduDébarcadère47_Bienne,,https://www.homegate.ch/mieten/3001810932,
3.0,76.0,1350,1100,2503,Rue du Débarcadère 47,Bienne,0,True,False,True,False,False,False,False,False,False,17.76,450.0,25.33,False,False,False,1350_76.0_3.0_2503_RueduDébarcadère47_Bienne,,https://www.homegate.ch/mieten/3001816629,
3.5,94.0,1580,1300,2503,Rue du Débarcadère 47,Bienne,2022,True,False,True,False,False,False,False,False,False,16.81,451.43,26.86,False,False,False,1580_94.0_3.5_2503_RueduDébarcadère47_Bienne,,https://www.homegate.ch/mieten/3001810967,
4.5,83.0,1750,1550,3507,Rohrstrasse 2a,Biglen,2015,True,False,False,False,False,False,False,True,False,21.08,388.89,18.44,False,False,False,1750_83.0_4.5_3507_Rohrstrasse2a_Biglen,,https://www.homegate.ch/mieten/3001644826,
5.5,130.0,2040,1800,3507,Rohrstrasse 2a,Biglen,2015,True,False,False,False,False,False,False,False,False,15.69,370.91,23.64,False,False,False,2040_130.0_5.5_3507_Rohrstrasse2a_Biglen,,https://www.homegate.ch/mieten/3001319780,
2.5,58.0,1470,1260,3067,Kernstrasse 6,Boll,2015,True,False,False,False,False,False,False,True,False,25.34,588.0,23.2,False,False,False,1470_58.0_2.5_3067_Kernstrasse6_Boll,,https://www.homegate.ch/mieten/3001823987,
3.0,84.0,1680,1400,3067,Unterer Strassackerweg 13,Boll,0,False,True,False,True,False,False,False,False,False,20.0,560.0,28.0,False,False,False,1680_84.0_3.0_3067_UntererStrassackerweg13_Boll,,https://www.homegate.ch/mieten/3001867733,
4.5,105.0,1850,1550,3067,Unterer Strassackerweg 3,Boll,0,False,True,False,True,False,False,False,False,False,17.62,411.11,23.33,False,False,False,1850_105.0_4.5_3067_UntererStrassackerweg3_Boll,,https://www.homegate.ch/mieten/3001867732,
3.5,81.0,1870,1600,3067,Rämelgässli 80/82,Boll,2018,False,True,True,False,False,False,False,True,False,23.09,534.29,23.14,False,False,False,1870_81.0_3.5_3067_Rämelgässli80/82_Boll,,https://www.homegate.ch/mieten/3001640617,
3.5,82.0,1870,1600,3067,Rämelgässli 80/82,Boll,2018,False,True,True,False,False,False,False,True,False,22.8,534.29,23.43,False,False,False,1870_82.0_3.5_3067_Rämelgässli80/82_Boll,,https://www.homegate.ch/mieten/3001775421,
3.5,86.0,1900,1650,3067,Rämelgässli 80/82,Boll,2018,False,True,True,False,False,False,False,False,False,22.09,542.86,24.57,False,False,False,1900_86.0_3.5_3067_Rämelgässli80/82_Boll,,https://www.homegate.ch/mieten/3001378941,
3.5,87.0,1920,1650,3067,Rämelgässli 94/96/98,Boll,2018,False,True,True,False,False,False,False,True,False,22.07,548.57,24.86,False,False,False,1920_87.0_3.5_3067_Rämelgässli94/96/98_Boll,,https://www.homegate.ch/mieten/3001786551,
4.5,112.0,1930,1650,3067,Unterer Strassackerweg 3,Boll,0,False,True,False,True,False,False,False,False,False,17.23,428.89,24.89,False,False,False,1930_112.0_4.5_3067_UntererStrassackerweg3_Boll,,https://www.homegate.ch/mieten/3001867734,
4.5,112.0,1980,1700,3067,Unterer Strassackerweg 5,Boll,0,False,True,False,True,False,False,False,False,False,17.68,440.0,24.89,False,False,False,1980_112.0_4.5_3067_UntererStrassackerweg5_Boll,,https://www.homegate.ch/mieten/3001867731,
4.5,102.0,2190,1900,3067,Rämelgässli 90/92,Boll,2018,False,True,True,False,False,False,False,True,False,21.47,486.67,22.67,False,False,False,2190_102.0_4.5_3067_Rämelgässli90/92_Boll,,https://www.homegate.ch/mieten/3001760131,
4.5,111.0,2290,1970,3067,Gummenweg 1,Boll,0,True,False,False,False,False,False,False,False,False,20.63,508.89,24.67,False,False,False,2290_111.0_4.5_3067_Gummenweg1_Boll,,https://www.homegate.ch/mieten/3001871442,
3.5,95.0,2350,2090,3067,Feldackerweg 49,Boll,2020,True,True,True,True,False,False,False,True,False,24.74,671.43,27.14,False,False,False,2350_95.0_3.5_3067_Feldackerweg49_Boll,,https://www.homegate.ch/mieten/3001848560,
3.5,84.0,1670,1400,3065,Hühnerbühlstrasse 20,Bolligen,0,False,False,True,False,False,False,False,False,False,19.88,477.14,24.0,False,False,False,1670_84.0_3.5_3065_Hühnerbühlstrasse20_Bolligen,,https://www.homegate.ch/mieten/3001744897,
3.0,84.0,1690,1490,3065,Lutertalstrasse 39,Bolligen,1986,True,False,False,False,False,False,False,False,False,20.12,563.33,28.0,False,False,False,1690_84.0_3.0_3065_Lutertalstrasse39_Bolligen,,https://www.homegate.ch/mieten/3001718735,
4.5,141.0,2090,1690,3065,Lutertalstr. 60,Bolligen,1978,True,False,True,False,False,False,False,False,False,14.82,464.44,31.33,False,False,False,2090_141.0_4.5_3065_Lutertalstr.60_Bolligen,,https://www.homegate.ch/mieten/3001608871,
6.5,178.0,1700,1500,3766,No information,Boltigen,2021,True,False,False,True,False,False,False,True,False,9.55,261.54,27.38,False,False,False,1700_178.0_6.5_3766_Noinformation_Boltigen,,https://www.homegate.ch/mieten/3001865941,
2.0,50.0,1010,820,2555,Industriestrasse 3,Brügg,1965,False,False,False,False,False,False,False,False,False,20.2,505.0,25.0,False,False,False,1010_50.0_2.0_2555_Industriestrasse3_Brügg,,https://www.homegate.ch/mieten/3001819910,
2.5,0.0,1180,1000,2555,Rainstrasse 1,Brügg,2000,True,False,False,False,False,False,False,False,False,0.0,472.0,0.0,False,False,False,1180_0.0_2.5_2555_Rainstrasse1_Brügg,,https://www.homegate.ch/mieten/3001744899,
4.0,73.0,1360,1110,2555,Römerstrasse 3,Brügg,1967,True,False,True,True,False,False,False,False,False,18.63,340.0,18.25,False,False,False,1360_73.0_4.0_2555_Römerstrasse3_Brügg,,https://www.homegate.ch/mieten/3001364147,
1.0,0.0,700,600,2555,Erlenstrasse 2,Brügg BE,1967,False,True,True,False,False,False,False,False,False,0.0,700.0,0.0,False,False,False,700_0.0_1.0_2555_Erlenstrasse2_BrüggBE,,https://www.homegate.ch/mieten/3001858611,
2.5,59.0,1110,920,2555,Aarestr. 12,Brügg BE,1985,True,True,False,True,False,False,False,False,False,18.81,444.0,23.6,False,False,False,1110_59.0_2.5_2555_Aarestr.12_BrüggBE,,https://www.homegate.ch/mieten/3001867381,
3.0,60.0,1190,1090,2555,Neubrückstrasse 40,Brügg BE,2016,True,True,False,True,False,False,False,False,False,19.83,396.67,20.0,False,False,False,1190_60.0_3.0_2555_Neubrückstrasse40_BrüggBE,,https://www.homegate.ch/mieten/3001621553,
2.0,43.0,1190,1090,2555,Neubrückstrasse 40,Brügg BE,2016,True,True,False,True,False,False,False,False,False,27.67,595.0,21.5,False,False,False,1190_43.0_2.0_2555_Neubrückstrasse40_BrüggBE,,https://www.homegate.ch/mieten/3001736697,
3.5,63.0,1250,1150,2555,Neubrückstrasse 40,Brügg BE,2016,True,True,False,True,False,False,False,False,False,19.84,357.14,18.0,False,False,False,1250_63.0_3.5_2555_Neubrückstrasse40_BrüggBE,,https://www.homegate.ch/mieten/3001621557,
3.5,70.0,1280,1050,2555,Pfeidstrasse 13,Brügg BE,2017,False,False,True,False,False,False,False,False,False,18.29,365.71,20.0,False,False,False,1280_70.0_3.5_2555_Pfeidstrasse13_BrüggBE,,https://www.homegate.ch/mieten/3001865065,
3.5,71.0,1320,1100,2555,Aarestr. 8,Brügg BE,1985,True,True,False,True,False,False,False,False,False,18.59,377.14,20.29,False,False,False,1320_71.0_3.5_2555_Aarestr.8_BrüggBE,,https://www.homegate.ch/mieten/3001867382,
3.5,74.0,1350,1050,2555,Mattenstr. 7,Brügg BE,1986,False,False,False,False,False,False,False,False,False,18.24,385.71,21.14,False,False,False,1350_74.0_3.5_2555_Mattenstr.7_BrüggBE,,https://www.homegate.ch/mieten/3001810344,
3.5,68.0,1360,1180,2555,Erlenstrasse 8,Brügg BE,1965,True,False,True,False,False,False,False,False,False,20.0,388.57,19.43,False,False,False,1360_68.0_3.5_2555_Erlenstrasse8_BrüggBE,,https://www.homegate.ch/mieten/3001785348,
3.5,67.0,1360,1150,2555,Brachmattstrasse 21,Brügg BE,0,True,False,False,True,False,False,False,False,False,20.3,388.57,19.14,False,False,False,1360_67.0_3.5_2555_Brachmattstrasse21_BrüggBE,,https://www.homegate.ch/mieten/3001794184,
3.5,68.0,1450,1270,2555,Erlenstrasse 10,Brügg BE,1965,True,False,True,False,False,False,False,False,False,21.32,414.29,19.43,False,False,False,1450_68.0_3.5_2555_Erlenstrasse10_BrüggBE,,https://www.homegate.ch/mieten/3001250461,
4.0,0.0,1460,1185,2555,Erlenstrasse 2,Brügg BE,1967,True,True,True,False,False,False,False,False,False,0.0,365.0,0.0,False,False,False,1460_0.0_4.0_2555_Erlenstrasse2_BrüggBE,,https://www.homegate.ch/mieten/3001858597,
2.5,108.0,1590,1400,2555,Obergasse 3,Brügg BE,2019,True,False,False,True,False,False,False,False,False,14.72,636.0,43.2,False,False,False,1590_108.0_2.5_2555_Obergasse3_BrüggBE,,https://www.homegate.ch/mieten/3001743961,
3.0,63.0,1130,920,2555,Neubrückstrasse 15,Brügg b. Biel,1962,True,True,False,False,False,False,False,False,False,17.94,376.67,21.0,False,False,False,1130_63.0_3.0_2555_Neubrückstrasse15_Brüggb.Biel,,https://www.homegate.ch/mieten/3001845057,
1.0,0.0,500,500,3400,Tiergarten 3,Burgdorf,1997,False,False,False,False,False,False,False,True,False,0.0,500.0,0.0,False,False,False,500_0.0_1.0_3400_Tiergarten3_Burgdorf,,https://www.homegate.ch/mieten/3001637213,
1.5,0.0,790,640,3400,Metzgergasse 1,Burgdorf,0,False,True,True,False,False,False,False,False,False,0.0,526.67,0.0,False,False,False,790_0.0_1.5_3400_Metzgergasse1_Burgdorf,,https://www.homegate.ch/mieten/3001850604,
2.5,0.0,890,720,3400,Poststrasse 7,Burgdorf,0,True,False,True,False,False,False,False,False,False,0.0,356.0,0.0,False,False,False,890_0.0_2.5_3400_Poststrasse7_Burgdorf,,https://www.homegate.ch/mieten/3001845634,
3.5,0.0,1190,990,3400,Poststrasse 7,Burgdorf,0,True,False,True,False,False,False,False,False,False,0.0,340.0,0.0,False,False,False,1190_0.0_3.5_3400_Poststrasse7_Burgdorf,,https://www.homegate.ch/mieten/3001845977,
2.5,61.0,1250,1000,3400,Poststrasse 10,Burgdorf,0,True,False,True,False,False,False,False,False,False,20.49,500.0,24.4,False,False,False,1250_61.0_2.5_3400_Poststrasse10_Burgdorf,,https://www.homegate.ch/mieten/3001709040,
3.5,0.0,1295,1095,3400,Gyrischachenstrasse 35,Burgdorf,0,True,True,True,True,False,False,False,False,False,0.0,370.0,0.0,False,False,False,1295_0.0_3.5_3400_Gyrischachenstrasse35_Burgdorf,,https://www.homegate.ch/mieten/3001857398,
2.5,0.0,1503,1333,3400,Lyssachstrasse 113A,Burgdorf,2014,True,True,True,True,False,False,False,False,False,0.0,601.2,0.0,False,False,False,1503_0.0_2.5_3400_Lyssachstrasse113A_Burgdorf,,https://www.homegate.ch/mieten/3001673583,
4.0,83.0,1580,1320,3400,Gotthelfstr. 54,Burgdorf,1954,True,True,True,True,False,False,False,False,False,19.04,395.0,20.75,False,False,False,1580_83.0_4.0_3400_Gotthelfstr.54_Burgdorf,,https://www.homegate.ch/mieten/3001866449,
4.0,80.0,1590,1350,3400,Lerchenweg 16,Burgdorf,1953,True,False,False,True,False,False,False,False,False,19.88,397.5,20.0,False,False,False,1590_80.0_4.0_3400_Lerchenweg16_Burgdorf,,https://www.homegate.ch/mieten/3001824093,
2.5,0.0,1618,1458,3400,Lyssachstrasse 117,Burgdorf,2014,True,True,True,True,False,False,False,False,False,0.0,647.2,0.0,False,False,False,1618_0.0_2.5_3400_Lyssachstrasse117_Burgdorf,,https://www.homegate.ch/mieten/3001662980,
3.5,84.0,1620,1410,3400,Oberburgstr. 108,Burgdorf,2010,True,False,False,False,False,False,False,True,False,19.29,462.86,24.0,False,False,False,1620_84.0_3.5_3400_Oberburgstr.108_Burgdorf,,https://www.homegate.ch/mieten/3001702330,
4.5,0.0,1670,1500,3400,Felseggstrasse 1,Burgdorf,0,False,False,False,False,False,False,False,False,False,0.0,371.11,0.0,False,False,False,1670_0.0_4.5_3400_Felseggstrasse1_Burgdorf,,https://www.homegate.ch/mieten/3001744744,
4.5,106.0,1750,1450,3400,Amietstrasse 18,Burgdorf,1996,False,True,False,True,False,False,False,False,False,16.51,388.89,23.56,False,False,False,1750_106.0_4.5_3400_Amietstrasse18_Burgdorf,,https://www.homegate.ch/mieten/3001868138,
3.5,82.0,1820,1600,3400,Typonweg 5,Burgdorf,2012,False,False,True,False,False,False,False,True,False,22.2,520.0,23.43,False,False,False,1820_82.0_3.5_3400_Typonweg5_Burgdorf,,https://www.homegate.ch/mieten/3001720027,
4.5,115.0,1870,1555,3400,Lyssachstrasse 9,Burgdorf,0,True,False,True,False,False,False,False,False,False,16.26,415.56,25.56,False,False,False,1870_115.0_4.5_3400_Lyssachstrasse9_Burgdorf,,https://www.homegate.ch/mieten/3001855678,
5.5,125.0,1890,1620,3400,No information,Burgdorf,0,True,True,False,True,False,False,False,False,False,15.12,343.64,22.73,False,False,False,1890_125.0_5.5_3400_Noinformation_Burgdorf,,https://www.homegate.ch/mieten/3001859359,
4.5,89.0,1890,1640,3400,Hofgutweg 2,Burgdorf,1984,True,True,False,True,False,False,False,False,False,21.24,420.0,19.78,False,False,False,1890_89.0_4.5_3400_Hofgutweg2_Burgdorf,,https://www.homegate.ch/mieten/3001866616,
4.5,96.0,1900,1650,3400,Hofgutweg 12,Burgdorf,1984,False,True,False,True,False,False,False,False,False,19.79,422.22,21.33,False,False,False,1900_96.0_4.5_3400_Hofgutweg12_Burgdorf,,https://www.homegate.ch/mieten/3001866621,
4.5,107.0,1960,1690,3400,Bernstrasse 127,Burgdorf,2011,True,True,True,False,False,False,False,False,False,18.32,435.56,23.78,False,False,False,1960_107.0_4.5_3400_Bernstrasse127_Burgdorf,,https://www.homegate.ch/mieten/3001769214,
2.5,51.0,1220,1090,3292,Fabrikstrasse 10,Busswil,2012,True,True,True,True,False,False,False,False,False,23.92,488.0,20.4,False,False,False,1220_51.0_2.5_3292_Fabrikstrasse10_Busswil,,https://www.homegate.ch/mieten/3001759823,
4.5,106.0,1860,1620,3292,Fabrikstrasse 12,Busswil,2012,True,True,True,True,False,False,False,False,False,17.55,413.33,23.56,False,False,False,1860_106.0_4.5_3292_Fabrikstrasse12_Busswil,,https://www.homegate.ch/mieten/3001703504,
2.0,41.0,1030,850,3292,Riedliweg 15,Busswil BE,0,True,True,False,False,False,False,False,False,False,25.12,515.0,20.5,False,False,False,1030_41.0_2.0_3292_Riedliweg15_BusswilBE,,https://www.homegate.ch/mieten/3001763980,
3.5,66.0,1340,1100,3292,Bahnhofstrasse 7,Busswil BE,1964,False,True,False,False,False,False,False,False,False,20.3,382.86,18.86,False,False,False,1340_66.0_3.5_3292_Bahnhofstrasse7_BusswilBE,,https://www.homegate.ch/mieten/3001649568,
4.0,135.0,1350,1150,3552,Schärischachen 809 A,Bärau,0,True,False,False,True,False,False,False,True,False,10.0,337.5,33.75,False,False,False,1350_135.0_4.0_3552_Schärischachen809A_Bärau,,https://www.homegate.ch/mieten/3001744776,
3.5,76.0,1330,1050,3323,Mätteli 7,Bäriswil BE,1990,False,False,False,False,False,False,False,False,False,17.5,380.0,21.71,False,False,False,1330_76.0_3.5_3323_Mätteli7_BäriswilBE,,https://www.homegate.ch/mieten/3001656205,
3.5,76.0,1337,1037,3323,Mätteli 3,Bäriswil BE,1990,True,False,False,False,False,False,False,False,False,17.59,382.0,21.71,False,False,False,1337_76.0_3.5_3323_Mätteli3_BäriswilBE,,https://www.homegate.ch/mieten/3001735735,
4.5,89.0,1450,1120,3323,Mätteli 1,Bäriswil BE,1990,False,False,False,False,False,False,False,False,False,16.29,322.22,19.78,False,False,False,1450_89.0_4.5_3323_Mätteli1_BäriswilBE,,https://www.homegate.ch/mieten/3001810492,
6.5,200.0,3490,2990,3323,Obere Rütte 19,Bäriswil BE,0,True,False,False,False,False,False,False,True,False,17.45,536.92,30.77,False,False,False,3490_200.0_6.5_3323_ObereRütte19_BäriswilBE,,https://www.homegate.ch/mieten/3001744735,
