rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_flatfox
3.0,64.0,1450,1220,3008,Schloss-Strasse 143,Bern,1948,True,False,False,False,False,False,False,False,True,22.66,483.33,21.33,False,True,False,1450_64.0_3.0_3008_Schloss-Strasse143_Bern,https://flatfox.ch/de/wohnung/schloss-strasse-143-3008-bern/581622/
3.0,75.0,1750,1500,3014,Rodtmattstrasse 55,Bern,1924,False,False,False,False,False,False,False,False,True,23.33,583.33,25.0,False,True,False,1750_75.0_3.0_3014_Rodtmattstrasse55_Bern,https://flatfox.ch/de/wohnung/rodtmattstrasse-55-3014-bern/570037/
2.5,56.0,1500,1321,3007,Weissenbühlweg 41,Bern,0,True,False,False,False,False,False,False,False,False,26.79,600.0,22.4,False,False,False,1500_56.0_2.5_3007_Weissenbühlweg41_Bern,https://flatfox.ch/de/wohnung/weissenbuhlweg-41-3007-bern/600856/
4.5,95.0,1440,1190,2543,Narzissenweg 4,Lengnau BE,1989,True,True,True,False,False,False,False,False,True,15.16,320.0,21.11,False,True,False,1440_95.0_4.5_2543_Narzissenweg4_Lengnau BE,https://flatfox.ch/de/wohnung/narzissenweg-4-2543-lengnau-be/577474/
3.5,80.0,1900,1650,3097,Wilkerstrasse 76,Liebefeld,2008,True,True,True,False,False,False,False,False,False,23.75,542.86,22.86,False,True,False,1900_80.0_3.5_3097_Wilkerstrasse76_Liebefeld,https://flatfox.ch/de/wohnung/wilkerstrasse-76-3097-liebefeld/569937/
4.5,86.0,1470,1200,3360,Oberdorfweg 5,Herzogenbuchsee,0,True,False,False,False,False,False,False,False,True,17.09,326.67,19.11,False,True,False,1470_86.0_4.5_3360_Oberdorfweg5_Herzogenbuchsee,https://flatfox.ch/de/wohnung/oberdorfweg-5-3360-herzogenbuchsee/506972/
3.5,86.0,1530,1330,2502,Verresiusstrasse 11,Biel/Bienne,2009,True,True,True,True,False,True,False,False,True,17.79,437.14,24.57,False,True,False,1530_86.0_3.5_2502_Verresiusstrasse11_Biel/Bienne,https://flatfox.ch/de/wohnung/verresiusstrasse-11-2502-bielbienne/594969/
6.5,240.0,1700,1497,2606,Grand rue 38,corgemont,0,True,True,False,True,False,False,False,True,False,7.08,261.54,36.92,False,False,False,1700_240.0_6.5_2606_Grandrue38_corgemont,https://flatfox.ch/de/wohnung/grand-rue-38-2606-corgemont/575883/
4.5,94.0,1825,1600,3250,Bernstrasse 27,Lyss,1989,True,True,False,False,False,False,False,False,True,19.41,405.56,20.89,False,True,True,1825_94.0_4.5_3250_Bernstrasse27_Lyss,https://flatfox.ch/de/wohnung/bernstrasse-27-3250-lyss/506906/
1.0,25.0,1100,969,3013,Rabbentalstrasse,Bern,1954,True,False,True,False,False,False,False,False,False,44.0,1100.0,25.0,False,False,False,1100_25.0_1.0_3013_Rabbentalstrasse_Bern,https://flatfox.ch/de/wohnung/rabbentalstrasse-3013-bern/597452/
2.5,54.0,1070,930,2554,Buchenweg 1,Bettlach,0,True,True,False,False,False,False,False,False,True,19.81,428.0,21.6,False,True,False,1070_54.0_2.5_2554_Buchenweg1_Bettlach,https://flatfox.ch/de/wohnung/buchenweg-1-2554-bettlach/528927/
3.5,65.0,1400,1250,3360,Waldgasse 16,Herzogenbuchsee,0,True,True,True,False,False,False,False,False,False,21.54,400.0,18.57,False,False,False,1400_65.0_3.5_3360_Waldgasse16_Herzogenbuchsee,https://flatfox.ch/de/wohnung/waldgasse-16-3360-herzogenbuchsee/589784/
6.5,200.0,2625,2625,3380,No information,Wangen an der Aare,0,True,True,False,True,False,False,False,True,True,13.12,403.85,30.77,False,False,False,2625_200.0_6.5_3380_Noinformation_Wangen an der Aare,https://flatfox.ch/de/wohnung/3380-wangen-an-der-aare/603565/
3.5,69.0,1150,900,2503,Madretschstrasse 76,Biel/Bienne,0,False,False,False,False,False,False,False,False,True,16.67,328.57,19.71,False,False,False,1150_69.0_3.5_2503_Madretschstrasse76_Biel/Bienne,https://flatfox.ch/de/wohnung/madretschstrasse-76-2503-bielbienne/598310/
3.5,81.0,1890,1700,3302,Sandstrasse 106,Moosseedorf,2014,True,True,True,False,False,False,False,False,True,23.33,540.0,23.14,False,True,False,1890_81.0_3.5_3302_Sandstrasse106_Moosseedorf,https://flatfox.ch/de/wohnung/sandstrasse-106-3302-moosseedorf/568997/
2.0,48.0,1410,1230,3007,Seftigenstrasse 44,Bern,0,False,True,False,False,True,False,False,False,False,29.38,705.0,24.0,False,True,False,1410_48.0_2.0_3007_Seftigenstrasse44_Bern,https://flatfox.ch/de/wohnung/seftigenstrasse-44-3007-bern/547643/
2.5,62.5,1250,1080,3075,Scheyenholzstrasse 15,Rüfenacht BE,1971,True,False,False,False,False,False,False,False,False,20.0,500.0,25.0,False,False,False,1250_62.5_2.5_3075_Scheyenholzstrasse15_Rüfenacht BE,https://flatfox.ch/de/wohnung/scheyenholzstrasse-15-3075-rufenacht-be/549319/
3.5,68.0,1450,1270,2555,Erlenstrasse 10,Brügg BE,1965,True,False,True,False,False,False,False,False,False,21.32,414.29,19.43,False,False,False,1450_68.0_3.5_2555_Erlenstrasse10_Brügg BE,https://flatfox.ch/de/wohnung/erlenstrasse-10-2555-brugg-be/516827/
3.5,83.0,1732,1462,3084,Dorfstrasse 5,Wabern,0,True,True,True,True,False,False,False,False,False,20.87,494.86,23.71,False,False,False,1732_83.0_3.5_3084_Dorfstrasse5_Wabern,https://flatfox.ch/de/wohnung/dorfstrasse-5-3084-wabern/601634/
4.0,76.0,1630,1390,3098,Dorfbachstrasse 64,Köniz,1962,True,False,False,False,False,False,False,False,True,21.45,407.5,19.0,False,True,True,1630_76.0_4.0_3098_Dorfbachstrasse64_Köniz,https://flatfox.ch/de/wohnung/dorfbachstrasse-64-3098-koniz/593707/
2.0,43.0,1060,890,4914,Nussbaumweg 1,Roggwil BE,2019,False,True,False,True,False,False,False,False,True,24.65,530.0,21.5,False,True,False,1060_43.0_2.0_4914_Nussbaumweg1_Roggwil BE,https://flatfox.ch/de/wohnung/nussbaumweg-1-4914-roggwil-be/584922/
2.0,44.0,980,810,4922,Buchiackerweg 2,Bützberg,1962,False,False,False,False,False,False,False,False,False,22.27,490.0,22.0,False,True,False,980_44.0_2.0_4922_Buchiackerweg2_Bützberg,https://flatfox.ch/de/wohnung/buchiackerweg-2-4922-butzberg/587323/
2.5,62.5,1200,1020,3122,Hagwiesenstrasse 17,Kehrsatz,0,True,False,False,True,False,False,False,True,False,19.2,480.0,25.0,False,False,False,1200_62.5_2.5_3122_Hagwiesenstrasse17_Kehrsatz,https://flatfox.ch/de/wohnung/hagwiesenstrasse-17-3122-kehrsatz/592492/
3.0,61.0,1190,1020,3177,Eigerweg 7,Laupen BE,2005,True,True,False,False,False,False,False,False,True,19.51,396.67,20.33,False,True,False,1190_61.0_3.0_3177_Eigerweg7_Laupen BE,https://flatfox.ch/de/wohnung/eigerweg-7-3177-laupen-be/594683/
3.5,76.0,1405,1200,4900,Oberhardstrasse 16,Langenthal,0,True,False,True,False,False,False,False,False,True,18.49,401.43,21.71,False,True,False,1405_76.0_3.5_4900_Oberhardstrasse16_Langenthal,https://flatfox.ch/de/wohnung/oberhardstrasse-16-4900-langenthal/575350/
3.0,85.0,3000,3000,3012,No information,Bern,0,True,True,False,True,False,True,True,True,True,35.29,1000.0,28.33,False,False,False,3000_85.0_3.0_3012_Noinformation_Bern,https://flatfox.ch/de/wohnung/3012-bern/603620/
2.5,62.0,1600,1560,3012,Hochfeldstrasse 69,Bern,2020,False,False,False,False,False,False,False,True,False,25.81,640.0,24.8,False,True,False,1600_62.0_2.5_3012_Hochfeldstrasse69_Bern,https://flatfox.ch/de/wohnung/hochfeldstrasse-69-3012-bern/553930/
1.5,37.5,1260,1110,3072,Paracelsusstrasse 2,Ostermundigen,0,True,True,True,True,True,True,True,False,False,33.6,840.0,25.0,False,False,False,1260_37.5_1.5_3072_Paracelsusstrasse2_Ostermundigen,https://flatfox.ch/de/wohnung/paracelsusstrasse-2-3072-ostermundigen/601607/
4.5,103.0,1935,1700,3250,Bernstrasse 27,Lyss,1989,True,True,False,False,False,False,False,False,True,18.79,430.0,22.89,False,True,True,1935_103.0_4.5_3250_Bernstrasse27_Lyss,https://flatfox.ch/de/wohnung/bernstrasse-27-3250-lyss/506908/
4.0,75.0,1480,1240,2562,Allmendstrasse 25,Port,0,True,True,True,True,False,False,False,False,True,19.73,370.0,18.75,False,False,False,1480_75.0_4.0_2562_Allmendstrasse25_Port,https://flatfox.ch/de/wohnung/allmendstrasse-25-2562-port/587934/
4.5,100.0,1970,1650,3084,Kirchstrasse 144,Wabern,1968,True,False,True,False,False,False,False,False,True,19.7,437.78,22.22,False,False,True,1970_100.0_4.5_3084_Kirchstrasse144_Wabern,https://flatfox.ch/de/wohnung/kirchstrasse-144-3084-wabern/592413/
3.0,60.0,1190,1090,2555,Neubrückstrasse 40,Brügg BE,2016,True,True,False,True,False,True,False,False,False,19.83,396.67,20.0,False,False,False,1190_60.0_3.0_2555_Neubrückstrasse40_Brügg BE,https://flatfox.ch/de/wohnung/neubruckstrasse-40-2555-brugg-be/531255/
3.5,104.0,1580,1350,2557,Gassackerweg 8,Studen,0,True,True,True,False,False,False,False,False,False,15.19,451.43,29.71,False,True,False,1580_104.0_3.5_2557_Gassackerweg8_Studen,https://flatfox.ch/de/wohnung/gassackerweg-8-2557-studen/570692/
3.5,87.0,1800,1600,2543,Lerchenweg 13,Lengnau BE,0,True,False,True,True,False,False,True,True,False,20.69,514.29,24.86,False,True,False,1800_87.0_3.5_2543_Lerchenweg13_Lengnau BE,https://flatfox.ch/de/wohnung/lerchenweg-13-2543-lengnau-be/513793/
2.5,57.0,1350,1210,3322,Feldeggstrasse 63,Urtenen-Schönbühl,1984,False,True,True,False,False,False,False,False,True,23.68,540.0,22.8,False,False,False,1350_57.0_2.5_3322_Feldeggstrasse63_Urtenen-Schönbühl,https://flatfox.ch/de/wohnung/feldeggstrasse-63-3322-urtenen-schonbuhl/532872/
3.0,67.0,1770,1560,3018,Werkgasse 56,Bern,0,True,False,False,True,False,False,False,True,True,26.42,590.0,22.33,False,False,False,1770_67.0_3.0_3018_Werkgasse56_Bern,https://flatfox.ch/de/wohnung/werkgasse-56-3018-bern/569752/
2.5,56.0,1380,1200,3422,Hofstattweg 5,Kirchberg,2011,True,False,True,False,False,False,False,True,True,24.64,552.0,22.4,False,True,False,1380_56.0_2.5_3422_Hofstattweg5_Kirchberg,https://flatfox.ch/de/wohnung/hofstattweg-5-3422-kirchberg/601620/
4.5,90.0,1600,1330,3114,Austr. 5,Wichtrach,1992,True,True,False,False,False,False,False,False,False,17.78,355.56,20.0,False,False,True,1600_90.0_4.5_3114_Austr5_Wichtrach,https://flatfox.ch/de/wohnung/austr-5-3114-wichtrach/601394/
1.0,25.0,760,630,3013,Römerweg 1,Bern,0,False,False,True,False,False,False,False,False,False,30.4,760.0,25.0,False,True,False,760_25.0_1.0_3013_Römerweg1_Bern,https://flatfox.ch/de/wohnung/romerweg-1-3013-bern/591303/
3.0,75.0,1350,1170,3006,Egelgasse 66,Bern,0,False,False,False,False,False,False,False,False,False,18.0,450.0,25.0,False,False,False,1350_75.0_3.0_3006_Egelgasse66_Bern,https://flatfox.ch/de/wohnung/egelgasse-66-3006-bern/593386/
3.5,104.0,2330,2090,3302,Stägmatt 32,Moosseedorf,2012,False,True,True,False,False,False,False,False,True,22.4,665.71,29.71,False,True,False,2330_104.0_3.5_3302_Stägmatt32_Moosseedorf,https://flatfox.ch/de/wohnung/stagmatt-32-3302-moosseedorf/511355/
4.5,114.0,2195,1905,3627,Stationsweg 3,Heimberg,2014,True,True,True,True,False,False,False,False,False,19.25,487.78,25.33,False,True,False,2195_114.0_4.5_3627_Stationsweg3_Heimberg,https://flatfox.ch/de/wohnung/stationsweg-3-3627-heimberg/571432/
2.5,52.0,1110,910,3510,Sonnrainstr. 13,Konolfingen,1995,True,True,True,True,False,False,False,False,False,21.35,444.0,20.8,False,True,False,1110_52.0_2.5_3510_Sonnrainstr13_Konolfingen,https://flatfox.ch/de/wohnung/sonnrainstr-13-3510-konolfingen/571260/
3.5,87.5,1359,1079,3098,Talbodenstrasse 48,Schliern b. Köniz,1972,True,False,False,False,False,False,False,False,True,15.53,388.29,25.0,False,False,False,1359_87.5_3.5_3098_Talbodenstrasse48_Schliern b. Köniz,https://flatfox.ch/de/wohnung/talbodenstrasse-48-3098-schliern-b-koniz/513976/
3.5,87.0,1750,1530,2502,Freiestrasse 15,Biel/Bienne,2012,True,True,True,False,True,False,False,True,True,20.11,500.0,24.86,False,False,False,1750_87.0_3.5_2502_Freiestrasse15_Biel/Bienne,https://flatfox.ch/de/wohnung/freiestrasse-15-2502-bielbienne/547808/
3.5,87.5,1100,900,2535,Hauptstrasse 1,Frinvillier,0,False,False,False,True,False,False,False,False,True,12.57,314.29,25.0,False,False,False,1100_87.5_3.5_2535_Hauptstrasse1_Frinvillier,https://flatfox.ch/de/wohnung/hauptstrasse-1-2535-frinvillier/506589/
3.0,75.0,2350,2350,3013,No information,Bern,0,True,True,False,True,False,False,False,True,False,31.33,783.33,25.0,False,False,False,2350_75.0_3.0_3013_Noinformation_Bern,https://flatfox.ch/de/wohnung/3013-bern/603701/
4.5,116.0,2020,1750,3422,Hofstattweg 3,Kirchberg,2011,False,False,True,False,False,False,False,True,True,17.41,448.89,25.78,False,True,False,2020_116.0_4.5_3422_Hofstattweg3_Kirchberg,https://flatfox.ch/de/wohnung/hofstattweg-3-3422-kirchberg/595213/
2.5,59.0,1190,980,2562,Allmendstrasse 25,Port,0,True,True,True,True,False,True,False,False,True,20.17,476.0,23.6,False,False,False,1190_59.0_2.5_2562_Allmendstrasse25_Port,https://flatfox.ch/de/wohnung/allmendstrasse-25-2562-port/583567/
3.5,77.0,1870,1700,3302,Sandstrasse 114,Moosseedorf,2014,True,True,True,False,False,False,False,True,True,24.29,534.29,22.0,False,True,False,1870_77.0_3.5_3302_Sandstrasse114_Moosseedorf,https://flatfox.ch/de/wohnung/sandstrasse-114-3302-moosseedorf/584075/
4.5,90.0,1515,1285,4934,Obergasse 19A,Madiswil,2007,True,False,True,False,False,False,False,False,False,16.83,336.67,20.0,False,False,False,1515_90.0_4.5_4934_Obergasse19A_Madiswil,https://flatfox.ch/de/wohnung/obergasse-19a-4934-madiswil/531597/
2.5,62.5,1415,1200,3007,Landoltstrasse 107,Bern,0,True,False,False,False,False,False,False,True,True,22.64,566.0,25.0,False,False,False,1415_62.5_2.5_3007_Landoltstrasse107_Bern,https://flatfox.ch/de/wohnung/landoltstrasse-107-3007-bern/574966/
3.5,87.0,1575,1360,4922,Dammweg 9,Bützberg,2014,True,True,True,False,True,False,False,False,True,18.1,450.0,24.86,False,False,False,1575_87.0_3.5_4922_Dammweg9_Bützberg,https://flatfox.ch/de/wohnung/dammweg-9-4922-butzberg/577029/
4.5,112.5,1550,1320,3422,Kirchmattstrasse 24,Kirchberg,0,True,False,False,True,False,False,False,False,True,13.78,344.44,25.0,False,True,False,1550_112.5_4.5_3422_Kirchmattstrasse24_Kirchberg,https://flatfox.ch/de/wohnung/kirchmattstrasse-24-3422-kirchberg/574539/
2.5,66.0,1270,1070,3063,Jurastrasse 53,Ittigen,1986,True,False,True,False,False,False,False,False,True,19.24,508.0,26.4,False,True,False,1270_66.0_2.5_3063_Jurastrasse53_Ittigen,https://flatfox.ch/de/wohnung/jurastrasse-53-3063-ittigen/579556/
2.5,61.0,1220,1050,4900,Waldhofstrasse 28,Langenthal,0,True,False,False,False,False,False,False,False,True,20.0,488.0,24.4,False,True,False,1220_61.0_2.5_4900_Waldhofstrasse28_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-28-4900-langenthal/594778/
3.0,65.0,1490,1230,3098,Blinzernfeldweg 12,Köniz,2000,True,True,False,False,False,False,False,False,True,22.92,496.67,21.67,False,True,False,1490_65.0_3.0_3098_Blinzernfeldweg12_Köniz,https://flatfox.ch/de/wohnung/blinzernfeldweg-12-3098-koniz/550477/
4.5,85.0,2950,2650,3014,Morgartenstrasse 15,Bern,2022,True,False,True,False,False,False,False,True,False,34.71,655.56,18.89,False,True,False,2950_85.0_4.5_3014_Morgartenstrasse15_Bern,https://flatfox.ch/de/wohnung/morgartenstrasse-15-3014-bern/599947/
2.5,70.0,2990,2990,3011,No information,Bern,0,True,True,True,True,False,False,False,True,True,42.71,1196.0,28.0,False,True,False,2990_70.0_2.5_3011_Noinformation_Bern_1,https://flatfox.ch/de/wohnung/3011-bern/603606/
5.5,137.5,2489,2239,3084,Funkstrasse 105,Wabern,0,True,False,True,True,False,False,False,True,False,18.1,452.55,25.0,False,False,False,2489_137.5_5.5_3084_Funkstrasse105_Wabern,https://flatfox.ch/de/wohnung/funkstrasse-105-3084-wabern/598601/
5.5,91.0,1620,1400,3550,Hinterdorfstrasse 13,Langnau i. E.,0,True,False,True,False,False,False,False,False,False,17.8,294.55,16.55,False,True,False,1620_91.0_5.5_3550_Hinterdorfstrasse13_Langnau i. E.,https://flatfox.ch/de/wohnung/hinterdorfstrasse-13-3550-langnau-i-e/594314/
3.0,61.0,1395,1150,3027,Bümplizstrasse 48,Bern,0,True,False,False,False,False,False,False,False,False,22.87,465.0,20.33,False,True,False,1395_61.0_3.0_3027_Bümplizstrasse48_Bern,https://flatfox.ch/de/wohnung/bumplizstrasse-48-3027-bern/586316/
4.5,104.0,2490,2210,3072,Bernstrasse 121,Ostermundigen,0,True,False,True,False,False,False,False,False,False,23.94,553.33,23.11,False,True,False,2490_104.0_4.5_3072_Bernstrasse121_Ostermundigen,https://flatfox.ch/de/wohnung/bernstrasse-121-3072-ostermundigen/582822/
2.0,49.0,1130,995,3613,Mittelstrasse 12,Steffisburg,2015,True,True,True,False,False,False,False,False,True,23.06,565.0,24.5,False,True,False,1130_49.0_2.0_3613_Mittelstrasse12_Steffisburg,https://flatfox.ch/de/wohnung/mittelstrasse-12-3613-steffisburg/602208/
2.0,39.0,1350,1180,3008,Murtenstrasse 143 B,Bern,0,True,False,True,False,False,False,False,False,True,34.62,675.0,19.5,False,True,False,1350_39.0_2.0_3008_Murtenstrasse143B_Bern,https://flatfox.ch/de/wohnung/murtenstrasse-143-b-3008-bern/575815/
3.0,67.0,1216,1036,4900,Waldhofstrasse 26,Langenthal,0,True,False,False,False,False,False,False,False,True,18.15,405.33,22.33,False,True,False,1216_67.0_3.0_4900_Waldhofstrasse26_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-26-4900-langenthal/554256/
4.5,92.0,1590,1390,3250,Bielstr. 22,Lyss,0,True,False,False,True,False,False,False,False,True,17.28,353.33,20.44,False,False,False,1590_92.0_4.5_3250_Bielstr22_Lyss,https://flatfox.ch/de/wohnung/bielstr-22-3250-lyss/554020/
4.5,115.0,1960,1680,2543,Lerchenweg 13,Lengnau BE,0,True,True,True,False,False,False,True,True,False,17.04,435.56,25.56,False,True,False,1960_115.0_4.5_2543_Lerchenweg13_Lengnau BE,https://flatfox.ch/de/wohnung/lerchenweg-13-2543-lengnau-be/514209/
5.5,152.0,2450,2130,4900,Lagerweg 14,Langenthal,0,True,False,False,False,False,False,False,False,False,16.12,445.45,27.64,False,False,False,2450_152.0_5.5_4900_Lagerweg14_Langenthal,https://flatfox.ch/de/wohnung/lagerweg-14-4900-langenthal/439616/
2.5,50.0,1375,1175,3008,No information,bern,2015,True,False,True,False,False,False,False,True,True,27.5,550.0,20.0,False,False,False,1375_50.0_2.5_3008_Noinformation_bern,https://flatfox.ch/de/wohnung/3008-bern/552987/
3.0,73.0,1545,1295,3008,Holligenstrasse 121,Bern,1961,True,True,True,False,False,False,False,False,True,21.16,515.0,24.33,False,True,False,1545_73.0_3.0_3008_Holligenstrasse121_Bern,https://flatfox.ch/de/wohnung/holligenstrasse-121-3008-bern/511575/
5.5,143.0,3590,3200,3097,Schwarzenburgstrasse 146,Liebefeld,2018,True,True,True,True,False,False,False,False,True,25.1,652.73,26.0,False,True,False,3590_143.0_5.5_3097_Schwarzenburgstrasse146_Liebefeld,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-146-3097-liebefeld/595060/
1.5,75.0,2190,2190,3097,No information,Liebefeld,0,True,True,False,True,False,False,False,True,True,29.2,1460.0,50.0,False,False,False,2190_75.0_1.5_3097_Noinformation_Liebefeld,https://flatfox.ch/de/wohnung/3097-liebefeld/603666/
2.5,78.0,1905,1655,3011,Schwanengasse 5/7,Bern,1903,True,False,False,False,False,False,False,True,False,24.42,762.0,31.2,False,False,False,1905_78.0_2.5_3011_Schwanengasse5/7_Bern,https://flatfox.ch/de/wohnung/schwanengasse-57-3011-bern/576569/
2.5,62.0,1395,1195,3603,Siedlungsstrasse 1,Thun,2010,True,True,True,False,False,False,False,False,False,22.5,558.0,24.8,False,True,False,1395_62.0_2.5_3603_Siedlungsstrasse1_Thun,https://flatfox.ch/de/wohnung/siedlungsstrasse-1-3603-thun/602732/
4.5,112.5,850,748,3063,No information,Ittigen,0,True,False,True,False,False,False,False,True,False,7.56,188.89,25.0,False,False,False,850_112.5_4.5_3063_Noinformation_Ittigen,https://flatfox.ch/de/wohnung/3063-ittigen/576197/
4.5,86.0,1750,1470,3552,Bäraustrasse 60c,Langnau im Emmental,2021,True,False,True,False,True,True,False,False,True,20.35,388.89,19.11,False,False,False,1750_86.0_4.5_3552_Bäraustrasse60c_Langnau im Emmental,https://flatfox.ch/de/wohnung/baraustrasse-60c-3552-langnau-im-emmental/491047/
2.5,63.0,1580,1380,3007,Sulgenrain 12,Bern,0,True,True,True,False,False,False,False,False,False,25.08,632.0,25.2,False,False,False,1580_63.0_2.5_3007_Sulgenrain12_Bern,https://flatfox.ch/de/wohnung/sulgenrain-12-3007-bern/601854/
2.5,74.0,1500,1290,3322,Etzmattrain 23,Urtenen-Schönbühl,2013,True,True,True,False,False,False,False,True,True,20.27,600.0,29.6,False,True,False,1500_74.0_2.5_3322_Etzmattrain23_Urtenen-Schönbühl,https://flatfox.ch/de/wohnung/etzmattrain-23-3322-urtenen-schonbuhl/596189/
4.0,100.0,1100,900,2605,Rue de la Gare 50B,Sonceboz-Sombeval,0,True,False,False,False,False,False,False,False,False,11.0,275.0,25.0,False,False,False,1100_100.0_4.0_2605_RuedelaGare50B_Sonceboz-Sombeval,https://flatfox.ch/de/wohnung/rue-de-la-gare-50b-2605-sonceboz-sombeval/593655/
3.5,74.0,1275,1075,4914,Grünauweg 13,Roggwil,2021,True,False,False,True,False,False,False,True,False,17.23,364.29,21.14,False,False,False,1275_74.0_3.5_4914_Grünauweg13_Roggwil,https://flatfox.ch/de/wohnung/grunauweg-13-4914-roggwil/529053/
