rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_flatfox
2.5,67.0,1390,1190,3400,Pleerweg 3c,Burgdorf,2005,True,False,True,False,False,False,False,False,True,20.75,556.0,26.8,False,False,False,1390_67.0_2.5_3400_Pleerweg3c_Burgdorf,https://flatfox.ch/de/wohnung/pleerweg-3c-3400-burgdorf/599832/
5.0,108.0,2200,1850,3084,Kirchstrasse 144,Wabern,1968,True,False,True,False,False,False,False,True,False,20.37,440.0,21.6,False,True,False,2200_108.0_5.0_3084_Kirchstrasse144_Wabern,https://flatfox.ch/de/wohnung/kirchstrasse-144-3084-wabern/589515/
3.0,75.0,970,750,2710,Grand Rue 10,Tavannes,0,True,False,False,False,False,False,False,False,False,12.93,323.33,25.0,False,False,False,970_75.0_3.0_2710_GrandRue10_Tavannes,https://flatfox.ch/de/wohnung/grand-rue-10-2710-tavannes/506558/
2.5,70.0,1420,1245,4914,St. Urbanstrasse 36c,Roggwil,0,True,False,True,False,False,False,False,True,False,20.29,568.0,28.0,False,True,False,1420_70.0_2.5_4914_StUrbanstrasse36c_Roggwil,https://flatfox.ch/de/wohnung/st-urbanstrasse-36c-4914-roggwil/597655/
2.5,59.0,1520,1350,3172,Papionallee 26a,Niederwangen,2019,True,False,True,True,False,True,False,True,False,25.76,608.0,23.6,False,False,False,1520_59.0_2.5_3172_Papionallee26a_Niederwangen,https://flatfox.ch/de/wohnung/papionallee-26a-3172-niederwangen/593689/
3.5,73.0,1340,1080,3550,Mooseggstrasse 27,Langnau i. E.,0,True,False,False,False,False,False,False,True,True,18.36,382.86,20.86,False,True,False,1340_73.0_3.5_3550_Mooseggstrasse27_Langnau i. E.,https://flatfox.ch/de/wohnung/mooseggstrasse-27-3550-langnau-i-e/546623/
3.5,87.5,1600,1420,2504,Narzissenweg 7,Biel/Bienne,0,False,False,False,False,False,False,False,False,True,18.29,457.14,25.0,False,False,False,1600_87.5_3.5_2504_Narzissenweg7_Biel/Bienne,https://flatfox.ch/de/wohnung/narzissenweg-7-2504-bielbienne/559249/
1.5,75.0,2150,1900,3012,Lerchenweg 29,Bern,0,False,False,False,False,False,False,False,True,False,28.67,1433.33,50.0,False,True,False,2150_75.0_1.5_3012_Lerchenweg29_Bern,https://flatfox.ch/de/wohnung/lerchenweg-29-3012-bern/600615/
2.0,52.0,1450,1250,3012,Gesellschaftsstrasse 63,Bern,2019,True,False,True,False,False,False,False,False,False,27.88,725.0,26.0,False,False,False,1450_52.0_2.0_3012_Gesellschaftsstrasse63_Bern,https://flatfox.ch/de/wohnung/gesellschaftsstrasse-63-3012-bern/598634/
3.5,87.5,1190,1000,2557,Mattenweg 40,Studen,0,True,True,False,True,False,False,False,False,False,13.6,340.0,25.0,False,False,False,1190_87.5_3.5_2557_Mattenweg40_Studen,https://flatfox.ch/de/wohnung/mattenweg-40-2557-studen/588659/
4.5,138.0,2370,2030,3063,Jurastrasse 43,Ittigen,1988,True,False,True,False,False,False,False,True,True,17.17,526.67,30.67,False,True,False,2370_138.0_4.5_3063_Jurastrasse43_Ittigen,https://flatfox.ch/de/wohnung/jurastrasse-43-3063-ittigen/583287/
3.5,68.0,1360,1140,3027,Waldmannstrasse 53,Bern,0,False,False,True,False,False,False,False,False,False,20.0,388.57,19.43,False,False,False,1360_68.0_3.5_3027_Waldmannstrasse53_Bern,https://flatfox.ch/de/wohnung/waldmannstrasse-53-3027-bern/595446/
2.0,60.0,1080,890,2502,Murtenstrasse 33,Biel/Bienne,0,False,True,True,False,False,False,False,False,True,18.0,540.0,30.0,False,True,False,1080_60.0_2.0_2502_Murtenstrasse33_Biel/Bienne,https://flatfox.ch/de/wohnung/murtenstrasse-33-2502-bielbienne/596760/
3.5,87.5,995,795,2735,La Lignière 20,Malleray,0,False,False,True,True,False,False,False,False,False,11.37,284.29,25.0,False,False,False,995_87.5_3.5_2735_LaLignière20_Malleray,https://flatfox.ch/de/wohnung/la-ligniere-20-2735-malleray/507177/
4.0,104.0,1500,1150,2740,Rue de la Liberté 12-18,Moutier,0,False,False,False,False,False,False,False,False,False,14.42,375.0,26.0,False,False,False,1500_104.0_4.0_2740_RuedelaLiberté12-18_Moutier,https://flatfox.ch/de/wohnung/rue-de-la-liberte-12-18-2740-moutier/592365/
3.0,63.0,1110,920,2555,Neubrückstrasse 15,Brügg b. Biel,1962,True,True,False,False,False,False,False,False,True,17.62,370.0,21.0,False,True,False,1110_63.0_3.0_2555_Neubrückstrasse15_Brügg b. Biel,https://flatfox.ch/de/wohnung/neubruckstrasse-15-2555-brugg-b-biel/595127/
3.5,73.0,1590,1390,3752,Pintelgasse 3,Wimmis,1984,True,True,False,True,False,False,False,False,True,21.78,454.29,20.86,False,True,False,1590_73.0_3.5_3752_Pintelgasse3_Wimmis,https://flatfox.ch/de/wohnung/pintelgasse-3-3752-wimmis/597010/
1.5,37.5,1070,950,2560,Hauptstrasse 54,Nidau,0,False,True,True,False,False,False,False,False,False,28.53,713.33,25.0,False,False,False,1070_37.5_1.5_2560_Hauptstrasse54_Nidau,https://flatfox.ch/de/wohnung/hauptstrasse-54-2560-nidau/588052/
5.5,116.0,1880,1570,3042,Schützenrain 9,Ortschwaben,0,True,True,True,True,False,False,False,False,True,16.21,341.82,21.09,False,False,False,1880_116.0_5.5_3042_Schützenrain9_Ortschwaben,https://flatfox.ch/de/wohnung/schutzenrain-9-3042-ortschwaben/553539/
3.5,89.0,1740,1500,3506,Gerbergasse 7 (Haus B2),Grosshöchstetten,2013,True,True,True,False,False,False,False,False,True,19.55,497.14,25.43,False,True,False,1740_89.0_3.5_3506_Gerbergasse7(HausB2)_Grosshöchstetten,https://flatfox.ch/de/wohnung/gerbergasse-7-haus-b2-3506-grosshochstetten/584500/
2.0,50.0,1500,1321,3011,Rathausgasse 50,Bern,0,False,False,False,False,False,False,False,True,False,30.0,750.0,25.0,False,False,False,1500_50.0_2.0_3011_Rathausgasse50_Bern,https://flatfox.ch/de/wohnung/rathausgasse-50-3011-bern/591986/
1.0,30.0,1440,1440,3027,No information,Bern,0,True,True,False,False,False,False,False,True,False,48.0,1440.0,30.0,False,False,False,1440_30.0_1.0_3027_Noinformation_Bern,https://flatfox.ch/de/wohnung/3027-bern/603668/
3.0,76.0,1645,1445,3006,Ankerstrasse 27,Bern,1996,True,True,False,False,False,False,False,False,True,21.64,548.33,25.33,False,True,False,1645_76.0_3.0_3006_Ankerstrasse27_Bern,https://flatfox.ch/de/wohnung/ankerstrasse-27-3006-bern/541517/
4.5,85.0,1540,1290,3360,Thörigenstrasse 43,Herzogenbuchsee,1965,True,False,False,True,False,False,False,False,True,18.12,342.22,18.89,False,True,False,1540_85.0_4.5_3360_Thörigenstrasse43_Herzogenbuchsee,https://flatfox.ch/de/wohnung/thorigenstrasse-43-3360-herzogenbuchsee/519487/
3.5,89.0,1830,1545,4900,No information,Bäreggstr. 59 Haus D  Langenthal,2013,True,True,True,True,True,False,False,False,True,20.56,522.86,25.43,False,False,False,1830_89.0_3.5_4900_Noinformation_Bäreggstr. 59 Haus D  Langenthal,https://flatfox.ch/de/wohnung/bareggstr-59-haus-d-4900-langenthal/580548/
1.0,20.0,880,770,3012,Muesmattstrasse 48,Bern,1955,False,True,False,False,False,False,False,False,False,44.0,880.0,20.0,False,True,False,880_20.0_1.0_3012_Muesmattstrasse48_Bern,https://flatfox.ch/de/wohnung/muesmattstrasse-48-3012-bern/596581/
2.5,58.0,1300,1090,3110,Belpbergstrasse 32G,Münsingen,1996,True,True,True,True,False,False,False,False,False,22.41,520.0,23.2,False,True,False,1300_58.0_2.5_3110_Belpbergstrasse32G_Münsingen,https://flatfox.ch/de/wohnung/belpbergstrasse-32g-3110-munsingen/591271/
4.0,135.0,1350,1150,3552,Schärischachen 809 A,Bärau,0,True,False,False,False,False,False,False,True,True,10.0,337.5,33.75,False,True,False,1350_135.0_4.0_3552_Schärischachen809A_Bärau,https://flatfox.ch/de/wohnung/scharischachen-809-a-3552-barau/570118/
2.5,68.0,1200,1400,3283,No information,Kallnach,0,False,True,True,True,False,False,False,True,False,17.65,480.0,27.2,False,False,False,1200_68.0_2.5_3283_Noinformation_Kallnach,https://flatfox.ch/de/wohnung/3283-kallnach/598459/
5.5,142.0,2200,1900,3250,Libellenweg 4,Lyss,0,True,False,True,False,False,False,False,False,True,15.49,400.0,25.82,False,True,False,2200_142.0_5.5_3250_Libellenweg4_Lyss,https://flatfox.ch/de/wohnung/libellenweg-4-3250-lyss/585622/
2.0,50.0,1100,1000,3294,Hägniweg 11,Büren,0,False,False,False,False,False,False,False,False,False,22.0,550.0,25.0,False,False,False,1100_50.0_2.0_3294_Hägniweg11_Büren,https://flatfox.ch/de/wohnung/hagniweg-11-3294-buren/497488/
2.0,55.0,1445,1250,3013,Papiermühlestr. 2 B,Bern,1948,True,True,False,False,False,False,False,False,False,26.27,722.5,27.5,False,True,False,1445_55.0_2.0_3013_Papiermühlestr2B_Bern,https://flatfox.ch/de/wohnung/papiermuhlestr-2-b-3013-bern/591866/
2.0,55.0,1440,1280,3012,Bonstettenstrasse 10,Bern,0,True,False,True,False,False,False,False,True,True,26.18,720.0,27.5,False,False,False,1440_55.0_2.0_3012_Bonstettenstrasse10_Bern,https://flatfox.ch/de/wohnung/bonstettenstrasse-10-3012-bern/593586/
3.5,75.0,1480,1270,3550,No information,Zürchermatte 9 BE 153'040  Langnau i. E.,1992,True,True,False,False,False,False,False,False,False,19.73,422.86,21.43,False,True,False,1480_75.0_3.5_3550_Noinformation_Zürchermatte 9 BE 153'040  Langnau i. E.,https://flatfox.ch/de/wohnung/zurchermatte-9-be-153040-3550-langnau-i-e/538942/
4.5,144.0,2240,2000,3360,Grubenweg 8,Herzogenbuchsee,2010,True,True,True,False,False,False,False,False,True,15.56,497.78,32.0,False,False,True,2240_144.0_4.5_3360_Grubenweg8_Herzogenbuchsee,https://flatfox.ch/de/wohnung/grubenweg-8-3360-herzogenbuchsee/580372/
3.5,92.0,1690,1530,3298,Hofacher 19,Oberwil bei Büren,2018,True,True,True,False,True,True,False,True,True,18.37,482.86,26.29,False,False,False,1690_92.0_3.5_3298_Hofacher19_Oberwil bei Büren,https://flatfox.ch/de/wohnung/hofacher-19-3298-oberwil-bei-buren/575893/
5.5,137.5,2000,1750,2605,Rue Pierre-Pertuis 10,Sonceboz-Sombeval,2021,False,False,False,True,False,False,False,False,False,14.55,363.64,25.0,False,False,False,2000_137.5_5.5_2605_RuePierre-Pertuis10_Sonceboz-Sombeval,https://flatfox.ch/de/wohnung/rue-pierre-pertuis-10-2605-sonceboz-sombeval/593114/
5.5,105.0,1673,1453,3360,Lanzenbühlweg 5,Herzogenbuchsee,2020,True,False,False,True,False,False,False,False,True,15.93,304.18,19.09,False,True,False,1673_105.0_5.5_3360_Lanzenbühlweg5_Herzogenbuchsee,https://flatfox.ch/de/wohnung/lanzenbuhlweg-5-3360-herzogenbuchsee/546203/
3.5,79.0,1450,1250,4934,Obergasse 9C,Madiswil,2010,True,False,True,False,False,False,False,False,True,18.35,414.29,22.57,False,True,False,1450_79.0_3.5_4934_Obergasse9C_Madiswil,https://flatfox.ch/de/wohnung/obergasse-9c-4934-madiswil/593073/
4.5,113.0,2220,1900,3074,Oberer Wehrliweg 2 B,Muri b. Bern,1967,True,False,False,False,False,False,False,False,True,19.65,493.33,25.11,False,True,False,2220_113.0_4.5_3074_ObererWehrliweg2B_Muri b. Bern,https://flatfox.ch/de/wohnung/oberer-wehrliweg-2-b-3074-muri-b-bern/594649/
4.5,94.0,1950,1720,3066,Bleichestrasse 11,Stettlen,0,True,True,False,False,False,False,False,False,True,20.74,433.33,20.89,False,True,True,1950_94.0_4.5_3066_Bleichestrasse11_Stettlen,https://flatfox.ch/de/wohnung/bleichestrasse-11-3066-stettlen/530860/
3.5,108.0,2150,1950,3800,Chrützacher 3,Unterseen,2012,True,False,True,True,True,True,False,True,False,19.91,614.29,30.86,False,False,False,2150_108.0_3.5_3800_Chrützacher3_Unterseen,https://flatfox.ch/de/wohnung/chrutzacher-3-3800-unterseen/590453/
3.5,87.5,1550,1300,3076,Neufeldstrasse 24,Worb,0,True,False,False,True,False,False,False,False,True,17.71,442.86,25.0,False,True,False,1550_87.5_3.5_3076_Neufeldstrasse24_Worb,https://flatfox.ch/de/wohnung/neufeldstrasse-24-3076-worb/528533/
4.5,192.0,4740,4390,3008,Effingerstrasse 41d,Bern,0,False,True,False,False,False,False,False,False,False,24.69,1053.33,42.67,False,False,False,4740_192.0_4.5_3008_Effingerstrasse41d_Bern,https://flatfox.ch/de/wohnung/effingerstrasse-41d-3008-bern/555876/
2.5,57.0,1190,1030,4900,Waldhofstrasse 34,Langenthal,0,True,False,False,False,False,False,False,False,True,20.88,476.0,22.8,False,True,False,1190_57.0_2.5_4900_Waldhofstrasse34_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-34-4900-langenthal/540333/
3.5,78.0,1270,1050,4900,Grubenstrasse 43,Langenthal,2012,True,False,True,False,False,False,False,False,True,16.28,362.86,22.29,False,True,False,1270_78.0_3.5_4900_Grubenstrasse43_Langenthal,https://flatfox.ch/de/wohnung/grubenstrasse-43-4900-langenthal/587251/
4.5,104.0,2260,2000,3072,Bernstrasse 121 e,Ostermundigen,0,True,False,True,False,False,False,False,False,False,21.73,502.22,23.11,False,True,False,2260_104.0_4.5_3072_Bernstrasse121e_Ostermundigen,https://flatfox.ch/de/wohnung/bernstrasse-121-e-3072-ostermundigen/604041/
2.5,62.5,900,750,4950,Bergstrasse 8b,Huttwil,0,True,False,False,True,False,False,False,False,False,14.4,360.0,25.0,False,False,False,900_62.5_2.5_4950_Bergstrasse8b_Huttwil,https://flatfox.ch/de/wohnung/bergstrasse-8b-4950-huttwil/577433/
4.5,90.0,2620,2620,3014,No information,Bern,0,True,True,False,True,False,False,False,True,True,29.11,582.22,20.0,False,False,True,2620_90.0_4.5_3014_Noinformation_Bern,https://flatfox.ch/de/wohnung/3014-bern/603568/
4.5,125.0,2105,1840,3600,Malerweg 4,Thun,0,True,False,True,False,False,False,False,False,True,16.84,467.78,27.78,False,True,False,2105_125.0_4.5_3600_Malerweg4_Thun,https://flatfox.ch/de/wohnung/malerweg-4-3600-thun/596479/
4.5,102.0,2130,1870,3800,Breite 5,Unterseen,2012,True,False,True,True,False,False,False,False,True,20.88,473.33,22.67,False,True,False,2130_102.0_4.5_3800_Breite5_Unterseen,https://flatfox.ch/de/wohnung/breite-5-3800-unterseen/573179/
2.0,43.0,1415,1225,3007,Eigerstr. 58,Bern,1967,False,True,True,False,False,False,False,False,True,32.91,707.5,21.5,False,True,False,1415_43.0_2.0_3007_Eigerstr58_Bern,https://flatfox.ch/de/wohnung/eigerstr-58-3007-bern/578987/
2.5,42.0,1550,1350,3014,Morgartenstrasse 15,Bern,2022,True,False,True,False,False,False,False,False,False,36.9,620.0,16.8,False,True,False,1550_42.0_2.5_3014_Morgartenstrasse15_Bern,https://flatfox.ch/de/wohnung/morgartenstrasse-15-3014-bern/599948/
2.5,60.0,1625,1625,3014,No information,Bern,0,True,True,False,True,False,False,False,True,True,27.08,650.0,24.0,False,False,False,1625_60.0_2.5_3014_Noinformation_Bern,https://flatfox.ch/de/wohnung/3014-bern/603740/
4.5,102.0,1920,1660,3303,Kleeweg 19,Jegenstorf,2007,True,True,True,False,False,False,False,True,True,18.82,426.67,22.67,False,True,True,1920_102.0_4.5_3303_Kleeweg19_Jegenstorf,https://flatfox.ch/de/wohnung/kleeweg-19-3303-jegenstorf/582373/
3.5,93.0,1590,1350,4900,Weissensteinstrasse 24,Langenthal,1995,True,True,True,False,False,False,False,False,True,17.1,454.29,26.57,False,True,False,1590_93.0_3.5_4900_Weissensteinstrasse24_Langenthal,https://flatfox.ch/de/wohnung/weissensteinstrasse-24-4900-langenthal/602379/
1.5,58.0,1552,1552,3073,No information,Gümligen,0,True,True,False,True,False,False,False,True,True,26.76,1034.67,38.67,False,False,False,1552_58.0_1.5_3073_Noinformation_Gümligen,https://flatfox.ch/de/wohnung/3073-gumligen/603727/
4.5,98.0,1755,1515,3250,Flurweg 15A,Lyss,2019,True,False,False,False,False,False,False,False,True,17.91,390.0,21.78,False,True,False,1755_98.0_4.5_3250_Flurweg15A_Lyss,https://flatfox.ch/de/wohnung/flurweg-15a-3250-lyss/474303/
3.5,85.0,1560,1300,3072,Unterdorfstrasse 19,Ostermundigen,1982,True,False,True,False,False,False,False,False,True,18.35,445.71,24.29,False,True,False,1560_85.0_3.5_3072_Unterdorfstrasse19_Ostermundigen,https://flatfox.ch/de/wohnung/unterdorfstrasse-19-3072-ostermundigen/592160/
4.5,80.0,1570,1320,3302,Moosstrasse 16,Moosseedorf,1986,True,True,False,False,False,False,False,False,True,19.62,348.89,17.78,False,True,False,1570_80.0_4.5_3302_Moosstrasse16_Moosseedorf,https://flatfox.ch/de/wohnung/moosstrasse-16-3302-moosseedorf/579294/
3.5,80.0,2100,2100,3097,No information,Liebefeld,0,True,True,True,False,False,False,False,True,True,26.25,600.0,22.86,False,False,False,2100_80.0_3.5_3097_Noinformation_Liebefeld,https://flatfox.ch/de/wohnung/3097-liebefeld/603728/
2.5,62.5,1215,1095,3006,Schosshaldentrasse 20B,Bern,0,True,False,False,False,False,False,False,False,False,19.44,486.0,25.0,False,False,False,1215_62.5_2.5_3006_Schosshaldentrasse20B_Bern,https://flatfox.ch/de/wohnung/schosshaldentrasse-20b-3006-bern/584841/
3.0,61.0,1250,1000,3303,Bimerweg 29,Jegenstorf,0,True,True,False,True,False,False,False,False,False,20.49,416.67,20.33,False,True,False,1250_61.0_3.0_3303_Bimerweg29_Jegenstorf,https://flatfox.ch/de/wohnung/bimerweg-29-3303-jegenstorf/573756/
3.5,99.0,2935,2685,3073,Turbenweg 1 B,Gümligen,2012,True,False,True,False,True,False,False,False,True,29.65,838.57,28.29,False,True,False,2935_99.0_3.5_3073_Turbenweg1B_Gümligen,https://flatfox.ch/de/wohnung/turbenweg-1-b-3073-gumligen/570123/
4.5,107.0,2010,1740,3098,Froschweg 11,Schliern b. Köniz,2014,True,False,True,False,True,False,False,False,True,18.79,446.67,23.78,False,True,True,2010_107.0_4.5_3098_Froschweg11_Schliern b. Köniz,https://flatfox.ch/de/wohnung/froschweg-11-3098-schliern-b-koniz/581077/
4.5,97.0,1765,1485,3400,Gyrischachenstrasse 6,Burgdorf,2011,True,True,True,True,False,False,False,False,True,18.2,392.22,21.56,False,False,False,1765_97.0_4.5_3400_Gyrischachenstrasse6_Burgdorf,https://flatfox.ch/de/wohnung/gyrischachenstrasse-6-3400-burgdorf/588806/
2.5,58.0,1320,1160,3422,Burgdorfstrasse 1,Alchenflüh,2019,True,True,True,True,False,True,False,False,True,22.76,528.0,23.2,False,True,False,1320_58.0_2.5_3422_Burgdorfstrasse1_Alchenflüh,https://flatfox.ch/de/wohnung/burgdorfstrasse-1-3422-alchenfluh/599451/
4.0,75.0,1450,1200,3315,Mühlegasse 17,Bätterkinden,0,True,False,False,True,False,False,False,False,True,19.33,362.5,18.75,False,False,True,1450_75.0_4.0_3315_Mühlegasse17_Bätterkinden,https://flatfox.ch/de/wohnung/muhlegasse-17-3315-batterkinden/570131/
2.0,64.0,1620,1430,3014,Wankdorffeldstrasse 101,Bern,0,True,True,False,True,False,False,False,False,True,25.31,810.0,32.0,False,False,False,1620_64.0_2.0_3014_Wankdorffeldstrasse101_Bern,https://flatfox.ch/de/wohnung/wankdorffeldstrasse-101-3014-bern/581373/
5.5,148.0,2850,2440,3006,Bolligenstr.28b,Bern,0,False,True,False,False,False,False,False,False,True,19.26,518.18,26.91,False,True,False,2850_148.0_5.5_3006_Bolligenstr28b_Bern,https://flatfox.ch/de/wohnung/bolligenstr28b-3006-bern/596181/
3.5,70.0,1910,1720,3013,Dammweg 27,Bern,2022,False,False,False,False,False,False,False,False,True,27.29,545.71,20.0,False,False,False,1910_70.0_3.5_3013_Dammweg27_Bern,https://flatfox.ch/de/wohnung/dammweg-27-3013-bern/592812/
3.5,77.0,1095,875,3293,Bahnhofstrasse 3,Dotzigen,0,False,False,False,False,False,False,False,False,False,14.22,312.86,22.0,False,True,False,1095_77.0_3.5_3293_Bahnhofstrasse3_Dotzigen,https://flatfox.ch/de/wohnung/bahnhofstrasse-3-3293-dotzigen/568992/
4.5,106.0,1750,1450,3400,Amietstrasse 18,Burgdorf,1996,True,True,False,True,False,False,False,False,True,16.51,388.89,23.56,False,True,True,1750_106.0_4.5_3400_Amietstrasse18_Burgdorf,https://flatfox.ch/de/wohnung/amietstrasse-18-3400-burgdorf/530594/
1.5,39.0,1590,1460,3011,Brunngasse 30,Bern,0,False,False,True,False,False,False,False,True,True,40.77,1060.0,26.0,False,True,False,1590_39.0_1.5_3011_Brunngasse30_Bern,https://flatfox.ch/de/wohnung/brunngasse-30-3011-bern/591660/
4.5,116.0,1890,1630,4912,Friedhofstrasse 19,Aarwangen,2014,False,False,True,False,False,False,False,True,True,16.29,420.0,25.78,False,True,False,1890_116.0_4.5_4912_Friedhofstrasse19_Aarwangen,https://flatfox.ch/de/wohnung/friedhofstrasse-19-4912-aarwangen/579803/
4.0,86.0,1870,1520,3052,Alpenstrasse 111,Zollikofen,0,False,True,False,False,False,False,False,False,True,21.74,467.5,21.5,False,True,False,1870_86.0_4.0_3052_Alpenstrasse111_Zollikofen,https://flatfox.ch/de/wohnung/alpenstrasse-111-3052-zollikofen/598224/
1.0,25.0,1401,1186,3095,Chaumontweg 20,Spiegel,2003,True,True,False,False,False,False,False,True,False,56.04,1401.0,25.0,False,True,False,1401_25.0_1.0_3095_Chaumontweg20_Spiegel,https://flatfox.ch/de/wohnung/chaumontweg-20-3095-spiegel/588159/
4.5,92.0,1560,1250,2555,Bielstr. 61,Brügg BE,1986,True,False,False,False,False,False,False,False,True,16.96,346.67,20.44,False,True,True,1560_92.0_4.5_2555_Bielstr61_Brügg BE,https://flatfox.ch/de/wohnung/bielstr-61-2555-brugg-be/342485/
4.5,112.5,1756,1476,3098,Blinzernfeldweg 9,Köniz,0,True,True,False,True,False,False,False,False,False,15.61,390.22,25.0,False,True,False,1756_112.5_4.5_3098_Blinzernfeldweg9_Köniz,https://flatfox.ch/de/wohnung/blinzernfeldweg-9-3098-koniz/599147/
4.5,140.0,1475,1300,3124,Fuchsacker 28,Belpberg,0,True,False,False,True,False,False,False,True,False,10.54,327.89,31.11,False,False,False,1475_140.0_4.5_3124_Fuchsacker28_Belpberg,https://flatfox.ch/de/wohnung/fuchsacker-28-3124-belpberg/574044/
3.0,84.0,1680,1400,3067,Unterer Strassackerweg 13,Boll,0,True,True,False,True,False,False,False,False,True,20.0,560.0,28.0,False,True,False,1680_84.0_3.0_3067_UntererStrassackerweg13_Boll,https://flatfox.ch/de/wohnung/unterer-strassackerweg-13-3067-boll/477451/
3.5,87.0,1620,1450,2558,Alte Bernstrasse 15,Aegerten,2018,True,True,True,True,False,False,False,True,True,18.62,462.86,24.86,False,True,False,1620_87.0_3.5_2558_AlteBernstrasse15_Aegerten,https://flatfox.ch/de/wohnung/alte-bernstrasse-15-2558-aegerten/459839/
4.5,76.0,1290,1050,3427,Koppigenstrasse 16,Utzenstorf,0,True,True,False,False,False,False,False,False,False,16.97,286.67,16.89,False,False,False,1290_76.0_4.5_3427_Koppigenstrasse16_Utzenstorf,https://flatfox.ch/de/wohnung/koppigenstrasse-16-3427-utzenstorf/504034/
4.0,125.0,3190,2930,3011,Junkerngasse 23,Bern,1800,False,False,False,False,False,False,False,False,True,25.52,797.5,31.25,False,True,False,3190_125.0_4.0_3011_Junkerngasse23_Bern,https://flatfox.ch/de/wohnung/junkerngasse-23-3011-bern/573785/
4.0,100.0,2190,2190,3008,No information,Bern,0,True,True,False,True,False,False,False,True,True,21.9,547.5,25.0,False,False,False,2190_100.0_4.0_3008_Noinformation_Bern,https://flatfox.ch/de/wohnung/3008-bern/603804/
3.0,83.0,1640,1444,3072,Unterer Chaletweg 3a,Ostermundigen,2020,True,False,False,False,False,False,False,True,False,19.76,546.67,27.67,False,False,False,1640_83.0_3.0_3072_UntererChaletweg3a_Ostermundigen,https://flatfox.ch/de/wohnung/unterer-chaletweg-3a-3072-ostermundigen/557271/
3.5,130.0,1820,1570,4932,Langenthalstrasse 63,Lotzwil,2022,True,False,True,False,False,False,False,True,False,14.0,520.0,37.14,False,False,False,1820_130.0_3.5_4932_Langenthalstrasse63_Lotzwil,https://flatfox.ch/de/wohnung/langenthalstrasse-63-4932-lotzwil/595982/
4.5,129.0,5170,4800,3006,Hostettlerweg 2,Bern,2016,True,True,True,False,False,False,False,True,True,40.08,1148.89,28.67,False,False,False,5170_129.0_4.5_3006_Hostettlerweg2_Bern,https://flatfox.ch/de/wohnung/hostettlerweg-2-3006-bern/578615/
4.5,103.0,1790,1540,3422,Kirchmattstrasse 12,Kirchberg BE,1982,True,True,False,True,False,False,False,False,True,17.38,397.78,22.89,False,True,False,1790_103.0_4.5_3422_Kirchmattstrasse12_Kirchberg BE,https://flatfox.ch/de/wohnung/kirchmattstrasse-12-3422-kirchberg-be/582207/
2.0,50.0,1730,1480,3014,Rodtmattstrasse 57,Bern,1924,True,False,False,False,False,False,False,False,True,34.6,865.0,25.0,False,True,False,1730_50.0_2.0_3014_Rodtmattstrasse57_Bern,https://flatfox.ch/de/wohnung/rodtmattstrasse-57-3014-bern/588205/
4.5,108.0,2640,2640,3048,No information,Worblaufen,0,True,True,False,True,False,False,False,True,True,24.44,586.67,24.0,False,False,False,2640_108.0_4.5_3048_Noinformation_Worblaufen,https://flatfox.ch/de/wohnung/3048-worblaufen/603729/
3.5,134.0,1770,1500,2504,Bözingenstr. 141,Biel/Bienne,1993,True,True,False,False,False,False,False,False,True,13.21,505.71,38.29,False,True,False,1770_134.0_3.5_2504_Bözingenstr141_Biel/Bienne,https://flatfox.ch/de/wohnung/bozingenstr-141-2504-bielbienne/593436/
3.5,87.5,1750,1550,3303,Sägetstrasse 39,Jegenstorf,2016,True,False,True,False,False,False,False,False,True,20.0,500.0,25.0,False,False,False,1750_87.5_3.5_3303_Sägetstrasse39_Jegenstorf,https://flatfox.ch/de/wohnung/sagetstrasse-39-3303-jegenstorf/573108/
3.5,66.0,1410,1170,3018,Keltenstrasse 11,Bern,0,True,False,False,False,False,False,False,False,False,21.36,402.86,18.86,False,False,False,1410_66.0_3.5_3018_Keltenstrasse11_Bern,https://flatfox.ch/de/wohnung/keltenstrasse-11-3018-bern/589189/
3.0,64.0,1140,930,3400,Bernstrasse 121,Burgdorf,0,True,False,False,False,False,False,False,False,False,17.81,380.0,21.33,False,False,False,1140_64.0_3.0_3400_Bernstrasse121_Burgdorf,https://flatfox.ch/de/wohnung/bernstrasse-121-3400-burgdorf/588711/
2.5,62.5,1250,1101,3027,Looslistrasse 50,Bern,0,False,False,False,False,False,False,False,False,False,20.0,500.0,25.0,False,False,False,1250_62.5_2.5_3027_Looslistrasse50_Bern,https://flatfox.ch/de/wohnung/looslistrasse-50-3027-bern/602578/
3.0,75.0,1050,850,2503,Oberer Quai 74,Biel/Bienne,1948,True,False,False,True,False,False,False,False,False,14.0,350.0,25.0,False,False,False,1050_75.0_3.0_2503_ObererQuai74_Biel/Bienne,https://flatfox.ch/de/wohnung/oberer-quai-74-2503-bielbienne/602366/
3.5,95.0,2488,2488,3008,No information,Bern,0,True,True,True,True,False,True,True,True,True,26.19,710.86,27.14,False,False,False,2488_95.0_3.5_3008_Noinformation_Bern,https://flatfox.ch/de/wohnung/3008-bern/603674/
