rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_homegate
3.5,64.0,1430,1220,0,Looslistrasse 43,Bern,1961,True,False,False,False,False,False,False,False,False,22.34,408.57,18.29,False,False,False,1430_64.0_3.5_0_Looslistrasse43_Bern,https://www.homegate.ch/mieten/3001871574
3.5,70.0,1430,1180,0,Balthasarstrasse 19,Bern,0,True,False,True,False,False,False,False,False,False,20.43,408.57,20.0,False,False,False,1430_70.0_3.5_0_Balthasarstrasse19_Bern,https://www.homegate.ch/mieten/3001855646
3.5,66.0,1500,1290,0,Zelgstrasse 31,Bern,2020,True,False,False,False,False,False,False,False,False,22.73,428.57,18.86,False,False,False,1500_66.0_3.5_0_Zelgstrasse31_Bern,https://www.homegate.ch/mieten/3001778336
3.0,70.0,1500,1200,0,Bethlehemstrasse 20,Bern,0,True,False,False,False,False,False,False,False,False,21.43,500.0,23.33,False,False,False,1500_70.0_3.0_0_Bethlehemstrasse20_Bern,https://www.homegate.ch/mieten/3001738213
5.5,0.0,1705,1375,0,Waldmannstrasse 45,Bern,0,True,False,True,False,False,False,False,False,False,0.0,310.0,0.0,False,False,False,1705_0.0_5.5_0_Waldmannstrasse45_Bern,https://www.homegate.ch/mieten/3001863585
3.5,67.0,1910,1740,0,Gigonweg 1,Bern,2022,True,False,True,False,False,False,False,False,False,28.51,545.71,19.14,False,False,False,1910_67.0_3.5_0_Gigonweg1_Bern,https://www.homegate.ch/mieten/3001589066
3.5,86.0,2015,1740,0,Gigonweg 14,Bern,2010,False,True,False,False,False,False,False,False,False,23.43,575.71,24.57,False,False,False,2015_86.0_3.5_0_Gigonweg14_Bern,https://www.homegate.ch/mieten/3001864798
4.5,87.0,2200,2000,0,Le-Corbusier-Platz 3,Bern,2022,True,False,True,False,False,False,False,False,False,25.29,488.89,19.33,False,False,False,2200_87.0_4.5_0_Le-Corbusier-Platz3_Bern,https://www.homegate.ch/mieten/3001589824
4.5,128.0,2875,2400,0,Le-Corbusier-Platz 10,Bern,0,True,False,True,True,False,False,False,True,False,22.46,638.89,28.44,False,False,False,2875_128.0_4.5_0_Le-Corbusier-Platz10_Bern,https://www.homegate.ch/mieten/3001855679
1.0,26.0,910,800,0,Giacomettistrasse 25 A,Berne,2016,True,False,False,False,False,False,False,False,False,35.0,910.0,26.0,False,False,False,910_26.0_1.0_0_Giacomettistrasse25A_Berne,https://www.homegate.ch/mieten/3001737871
3.5,88.0,1620,1400,0,Giacomettistrasse 25,Berne,2016,True,False,False,False,False,False,False,False,False,18.41,462.86,25.14,False,False,False,1620_88.0_3.5_0_Giacomettistrasse25_Berne,https://www.homegate.ch/mieten/3001737872
1.5,36.0,790,700,0,Buchenweg 1,Bettlach,0,False,False,False,False,False,False,False,False,False,21.94,526.67,24.0,False,False,False,790_36.0_1.5_0_Buchenweg1_Bettlach,https://www.homegate.ch/mieten/3001609101
2.0,41.0,890,790,0,Buchenweg 1,Bettlach,0,False,False,False,False,False,False,False,False,False,21.71,445.0,20.5,False,False,False,890_41.0_2.0_0_Buchenweg1_Bettlach,https://www.homegate.ch/mieten/3001609108
2.5,54.0,1070,930,0,Buchenweg 1,Bettlach,0,False,False,False,False,False,False,False,False,False,19.81,428.0,21.6,False,False,False,1070_54.0_2.5_0_Buchenweg1_Bettlach,https://www.homegate.ch/mieten/3001612400
4.5,80.0,1376,1166,0,Buchenweg 1,Bettlach,0,False,False,False,False,False,False,False,False,False,17.2,305.78,17.78,False,False,False,1376_80.0_4.5_0_Buchenweg1_Bettlach,https://www.homegate.ch/mieten/3001659117
2.5,60.0,1340,1150,0,Mattenstrasse 114,Biel,0,False,False,True,False,False,False,False,True,False,22.33,536.0,24.0,False,False,False,1340_60.0_2.5_0_Mattenstrasse114_Biel,https://www.homegate.ch/mieten/3001851593
3.0,61.0,-31936,0,0,General-Dufour-Strasse 118,Biel,2016,False,False,False,False,False,False,False,True,False,-523.54,-10645.33,20.33,False,False,False,-31936_61.0_3.0_0_General-Dufour-Strasse118_Biel,https://www.homegate.ch/mieten/3001361363
3.0,0.0,1240,1000,0,Johann-Verresius-Strasse 4,Biel,0,False,False,False,False,False,False,False,False,False,0.0,413.33,0.0,False,False,False,1240_0.0_3.0_0_Johann-Verresius-Strasse4_Biel,https://www.homegate.ch/mieten/3001066274
3.5,70.0,1300,1050,0,Haldenstrasse 35,Biel,2020,True,True,False,False,False,False,False,False,False,18.57,371.43,20.0,False,False,False,1300_70.0_3.5_0_Haldenstrasse35_Biel,https://www.homegate.ch/mieten/3001850698
2.0,46.0,1040,900,0,Brüggstrasse 86,Biel,2022,True,False,False,False,False,False,False,False,False,22.61,520.0,23.0,False,False,False,1040_46.0_2.0_0_Brüggstrasse86_Biel,https://www.homegate.ch/mieten/3001828417
2.0,48.0,1190,1040,0,Kontrollstrasse 21,Biel,0,True,False,True,False,False,False,False,False,False,24.79,595.0,24.0,False,False,False,1190_48.0_2.0_0_Kontrollstrasse21_Biel,https://www.homegate.ch/mieten/3001719429
2.5,55.0,1230,1000,0,Jurastrasse 51,Biel,2005,False,True,True,True,False,False,False,False,False,22.36,492.0,22.0,False,False,False,1230_55.0_2.5_0_Jurastrasse51_Biel,https://www.homegate.ch/mieten/3001662188
3.0,63.0,1340,1150,0,Kontrollstrasse 21,Biel,0,True,False,True,False,False,False,False,False,False,21.27,446.67,21.0,False,False,False,1340_63.0_3.0_0_Kontrollstrasse21_Biel,https://www.homegate.ch/mieten/3001747741
3.5,67.0,1353,1111,0,Madretschstr. 108,Biel,1966,True,False,True,False,False,False,False,False,False,20.19,386.57,19.14,False,False,False,1353_67.0_3.5_0_Madretschstr.108_Biel,https://www.homegate.ch/mieten/3001733929
2.5,79.0,1425,1200,0,Madretschstr. 108,Biel,1966,False,False,True,False,False,False,False,False,False,18.04,570.0,31.6,False,False,False,1425_79.0_2.5_0_Madretschstr.108_Biel,https://www.homegate.ch/mieten/3001733928
4.0,76.0,1540,1300,0,Kontrollstrasse 21,Biel,0,True,False,True,False,False,False,False,False,False,20.26,385.0,19.0,False,False,False,1540_76.0_4.0_0_Kontrollstrasse21_Biel,https://www.homegate.ch/mieten/3001786416
4.5,79.0,1573,1338,0,Madretschstr. 108,Biel,1966,True,False,True,False,False,False,False,False,False,19.91,349.56,17.56,False,False,False,1573_79.0_4.5_0_Madretschstr.108_Biel,https://www.homegate.ch/mieten/3001675539
4.5,173.0,2490,2040,0,Jurastrasse 51,Biel,2005,False,True,True,False,False,False,False,False,False,14.39,553.33,38.44,False,False,False,2490_173.0_4.5_0_Jurastrasse51_Biel,https://www.homegate.ch/mieten/3001779650
3.5,69.0,1190,900,0,Mühlestrasse 50,Biel,0,False,False,True,False,False,False,False,False,False,17.25,340.0,19.71,False,False,False,1190_69.0_3.5_0_Mühlestrasse50_Biel,https://www.homegate.ch/mieten/3001622889
4.5,84.0,1310,1110,0,Mettlenweg 31,Biel,0,True,False,False,True,False,False,False,False,False,15.6,291.11,18.67,False,False,False,1310_84.0_4.5_0_Mettlenweg31_Biel,https://www.homegate.ch/mieten/3001797363
2.5,53.0,1310,1180,0,Länggasse 9,Biel,0,False,False,True,True,False,False,False,False,False,24.72,524.0,21.2,False,False,False,1310_53.0_2.5_0_Länggasse9_Biel,https://www.homegate.ch/mieten/3001844505
3.5,94.0,1500,1200,0,Mühlestrasse 48,Biel,0,True,False,True,False,False,False,False,False,False,15.96,428.57,26.86,False,False,False,1500_94.0_3.5_0_Mühlestrasse48_Biel,https://www.homegate.ch/mieten/3000815048
3.5,87.0,1500,1200,0,Mühlestrasse 50,Biel,0,True,False,True,False,False,False,False,False,False,17.24,428.57,24.86,False,False,False,1500_87.0_3.5_0_Mühlestrasse50_Biel,https://www.homegate.ch/mieten/3000923487
4.0,0.0,1550,1300,0,Mittelstrasse 26,Biel (BE),0,False,True,False,False,False,False,False,False,False,0.0,387.5,0.0,False,False,False,1550_0.0_4.0_0_Mittelstrasse26_Biel(BE),https://www.homegate.ch/mieten/3001807613
1.5,0.0,790,640,0,Jurastrasse 48,Biel (BE),0,False,True,True,True,False,False,False,False,False,0.0,526.67,0.0,False,False,False,790_0.0_1.5_0_Jurastrasse48_Biel(BE),https://www.homegate.ch/mieten/3001858817
1.5,0.0,790,640,0,Jurastrasse 48,Biel (BE),0,False,True,True,True,False,False,False,False,False,0.0,526.67,0.0,False,False,False,790_0.0_1.5_0_Jurastrasse48_Biel(BE)_1,https://www.homegate.ch/mieten/3001858841
2.5,0.0,1210,970,0,Murtenstrasse 71,Biel (BE),2022,False,False,True,False,False,False,False,False,False,0.0,484.0,0.0,False,False,False,1210_0.0_2.5_0_Murtenstrasse71_Biel(BE),https://www.homegate.ch/mieten/3001783451
2.5,55.0,1250,1250,0,Solothurnstrasse 72,Biel (BE),2022,True,False,True,False,False,False,False,False,False,22.73,500.0,22.0,False,False,False,1250_55.0_2.5_0_Solothurnstrasse72_Biel(BE),https://www.homegate.ch/mieten/3001830275
1.0,0.0,830,710,0,Collegegasse 17,Biel / Bienne,0,False,True,True,False,False,False,False,False,False,0.0,830.0,0.0,False,False,False,830_0.0_1.0_0_Collegegasse17_Biel/Bienne,https://www.homegate.ch/mieten/3001611274
1.0,0.0,830,710,0,Collegegasse 17,Biel / Bienne,0,False,True,True,False,False,False,False,False,False,0.0,830.0,0.0,False,False,False,830_0.0_1.0_0_Collegegasse17_Biel/Bienne_1,https://www.homegate.ch/mieten/3001611259
2.0,34.0,970,900,0,Untergässli 3,Biel / Bienne,2022,False,False,False,False,False,False,False,False,False,28.53,485.0,17.0,False,False,False,970_34.0_2.0_0_Untergässli3_Biel/Bienne,https://www.homegate.ch/mieten/3001804356
2.0,34.0,970,900,0,Untergässli 3,Biel / Bienne,2022,False,False,False,False,False,False,False,False,False,28.53,485.0,17.0,False,False,False,970_34.0_2.0_0_Untergässli3_Biel/Bienne_1,https://www.homegate.ch/mieten/3001804359
1.5,38.0,1000,900,0,Burggasse 14,Biel / Bienne,2022,False,False,False,False,False,False,False,False,False,26.32,666.67,25.33,False,False,False,1000_38.0_1.5_0_Burggasse14_Biel/Bienne,https://www.homegate.ch/mieten/3001804357
1.5,38.0,1000,900,0,Burggasse 14,Biel / Bienne,2022,False,False,False,False,False,False,False,True,False,26.32,666.67,25.33,False,False,False,1000_38.0_1.5_0_Burggasse14_Biel/Bienne_1,https://www.homegate.ch/mieten/3001804360
2.5,60.0,1040,855,0,Untergasse 19,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,17.33,416.0,24.0,False,False,False,1040_60.0_2.5_0_Untergasse19_Biel/Bienne,https://www.homegate.ch/mieten/3001843771
2.5,60.0,1040,855,0,Untergasse 19,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,17.33,416.0,24.0,False,False,False,1040_60.0_2.5_0_Untergasse19_Biel/Bienne_1,https://www.homegate.ch/mieten/3001843773
2.0,0.0,1040,890,0,Untergässli 5,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,520.0,0.0,False,False,False,1040_0.0_2.0_0_Untergässli5_Biel/Bienne,https://www.homegate.ch/mieten/3001780706
2.0,0.0,1040,890,0,Untergässli 5,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,520.0,0.0,False,False,False,1040_0.0_2.0_0_Untergässli5_Biel/Bienne_1,https://www.homegate.ch/mieten/3001780707
2.5,0.0,1180,930,0,Untergässli 4,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,472.0,0.0,False,False,False,1180_0.0_2.5_0_Untergässli4_Biel/Bienne,https://www.homegate.ch/mieten/3001848351
2.5,0.0,1180,930,0,Untergässli 4,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,472.0,0.0,False,False,False,1180_0.0_2.5_0_Untergässli4_Biel/Bienne_1,https://www.homegate.ch/mieten/3001848355
4.0,0.0,1450,1200,0,Dufourstrasse 147,Biel / Bienne,0,True,True,False,False,False,False,False,False,False,0.0,362.5,0.0,False,False,False,1450_0.0_4.0_0_Dufourstrasse147_Biel/Bienne,https://www.homegate.ch/mieten/3001843437
4.0,0.0,1450,1200,0,Dufourstrasse 147,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,0.0,362.5,0.0,False,False,False,1450_0.0_4.0_0_Dufourstrasse147_Biel/Bienne_1,https://www.homegate.ch/mieten/3001843440
3.0,0.0,1450,1200,0,Bahnhofstrasse 6,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,0.0,483.33,0.0,False,False,False,1450_0.0_3.0_0_Bahnhofstrasse6_Biel/Bienne,https://www.homegate.ch/mieten/3001611282
3.0,0.0,1450,1200,0,Bahnhofstrasse 6,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,0.0,483.33,0.0,False,False,False,1450_0.0_3.0_0_Bahnhofstrasse6_Biel/Bienne_1,https://www.homegate.ch/mieten/3001611263
4.0,127.0,1600,1300,0,Dufourstrasse 147,Biel / Bienne,0,True,True,False,False,False,False,False,False,False,12.6,400.0,31.75,False,False,False,1600_127.0_4.0_0_Dufourstrasse147_Biel/Bienne,https://www.homegate.ch/mieten/3001736493
4.0,127.0,1600,1300,0,Dufourstrasse 147,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,12.6,400.0,31.75,False,False,False,1600_127.0_4.0_0_Dufourstrasse147_Biel/Bienne_1,https://www.homegate.ch/mieten/3001736494
4.0,0.0,1725,1400,0,Bahnhofstrasse 6,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,0.0,431.25,0.0,False,False,False,1725_0.0_4.0_0_Bahnhofstrasse6_Biel/Bienne,https://www.homegate.ch/mieten/3001703018
4.0,0.0,1725,1400,0,Bahnhofstrasse 6,Biel / Bienne,0,True,True,True,False,False,False,False,False,False,0.0,431.25,0.0,False,False,False,1725_0.0_4.0_0_Bahnhofstrasse6_Biel/Bienne_1,https://www.homegate.ch/mieten/3001703019
1.0,148.0,2530,2280,0,Collegegasse 17,Biel / Bienne,0,False,False,True,False,False,False,False,False,False,17.09,2530.0,148.0,False,False,False,2530_148.0_1.0_0_Collegegasse17_Biel/Bienne,https://www.homegate.ch/mieten/3001649418
1.0,148.0,2530,2280,0,Collegegasse 17,Biel / Bienne,0,False,False,True,False,False,False,False,False,False,17.09,2530.0,148.0,False,False,False,2530_148.0_1.0_0_Collegegasse17_Biel/Bienne_1,https://www.homegate.ch/mieten/3001649420
1.5,0.0,840,680,0,Alfred-Aebistrasse 74,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,560.0,0.0,False,False,False,840_0.0_1.5_0_Alfred-Aebistrasse74_Biel/Bienne,https://www.homegate.ch/mieten/3001474820
2.5,0.0,1065,830,0,Mettstrasse 6,Biel / Bienne,0,False,False,True,False,False,False,False,False,False,0.0,426.0,0.0,False,False,False,1065_0.0_2.5_0_Mettstrasse6_Biel/Bienne,https://www.homegate.ch/mieten/3001474804
2.5,0.0,1230,980,0,Alfred-Aebistrasse 74,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,492.0,0.0,False,False,False,1230_0.0_2.5_0_Alfred-Aebistrasse74_Biel/Bienne,https://www.homegate.ch/mieten/3001474823
3.5,0.0,1450,1150,0,Alfred-Aebistrasse 74,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,0.0,414.29,0.0,False,False,False,1450_0.0_3.5_0_Alfred-Aebistrasse74_Biel/Bienne,https://www.homegate.ch/mieten/3001617757
4.5,110.0,1720,1390,0,Alfred-Aebistrasse 76,Biel / Bienne,0,False,True,False,False,False,False,False,False,False,15.64,382.22,24.44,False,False,False,1720_110.0_4.5_0_Alfred-Aebistrasse76_Biel/Bienne,https://www.homegate.ch/mieten/3001474803
2.5,60.0,1130,950,0,Im Grund 42,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,18.83,452.0,24.0,False,False,False,1130_60.0_2.5_0_ImGrund42_Biel/Bienne,https://www.homegate.ch/mieten/3001845555
2.5,60.0,1130,950,0,Im Grund 42,Biel / Bienne,0,False,False,False,False,False,False,False,False,False,18.83,452.0,24.0,False,False,False,1130_60.0_2.5_0_ImGrund42_Biel/Bienne_1,https://www.homegate.ch/mieten/3001845559
3.5,0.0,1300,1100,0,Ackerweg 2,Biel / Bienne,0,True,False,False,False,False,False,False,True,False,0.0,371.43,0.0,False,False,False,1300_0.0_3.5_0_Ackerweg2_Biel/Bienne,https://www.homegate.ch/mieten/3001754683
3.5,0.0,1300,1100,0,Ackerweg 2,Biel / Bienne,0,True,False,False,False,False,False,False,False,False,0.0,371.43,0.0,False,False,False,1300_0.0_3.5_0_Ackerweg2_Biel/Bienne_1,https://www.homegate.ch/mieten/3001754684
3.0,69.0,1550,1330,0,Tessenbergstrasse 59a,Biel-Vingelz,2000,True,True,False,True,False,False,False,False,False,22.46,516.67,23.0,False,False,False,1550_69.0_3.0_0_Tessenbergstrasse59a_Biel-Vingelz,https://www.homegate.ch/mieten/3001871698
1.0,31.0,750,630,0,General-Dufourstrasse 104,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,24.19,750.0,31.0,False,False,False,750_31.0_1.0_0_General-Dufourstrasse104_Biel/Bienne,https://www.homegate.ch/mieten/3001850863
2.0,41.0,835,650,0,Mettstrasse 125c,Biel/Bienne,0,True,False,False,True,False,False,False,False,False,20.37,417.5,20.5,False,False,False,835_41.0_2.0_0_Mettstrasse125c_Biel/Bienne,https://www.homegate.ch/mieten/3001846904
2.5,47.0,1170,990,0,Ernst Schülerstrasse 29,Biel/Bienne,1939,False,False,True,False,False,False,False,False,False,24.89,468.0,18.8,False,False,False,1170_47.0_2.5_0_ErnstSchülerstrasse29_Biel/Bienne,https://www.homegate.ch/mieten/3001852369
2.5,47.0,1170,990,0,Ernst Schülerstrasse 29,Biel/Bienne,1939,False,False,True,False,False,False,False,False,False,24.89,468.0,18.8,False,False,False,1170_47.0_2.5_0_ErnstSchülerstrasse29_Biel/Bienne_1,https://www.homegate.ch/mieten/3000992504
3.5,65.0,1175,1175,0,No information,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,18.08,335.71,18.57,False,False,False,1175_65.0_3.5_0_Noinformation_Biel/Bienne,https://www.homegate.ch/mieten/3001865901
3.0,64.0,1250,960,0,Mettstrasse 125b,Biel/Bienne,0,True,True,False,True,False,False,False,False,False,19.53,416.67,21.33,False,False,False,1250_64.0_3.0_0_Mettstrasse125b_Biel/Bienne,https://www.homegate.ch/mieten/3001819695
3.0,59.0,1270,1060,0,General-Dufourstrasse 104,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,21.53,423.33,19.67,False,False,False,1270_59.0_3.0_0_General-Dufourstrasse104_Biel/Bienne,https://www.homegate.ch/mieten/3001850860
3.0,60.0,1320,1070,0,Kutterweg 24,Biel/Bienne,1963,False,False,False,False,False,False,False,False,False,22.0,440.0,20.0,False,False,False,1320_60.0_3.0_0_Kutterweg24_Biel/Bienne,https://www.homegate.ch/mieten/3000789946
3.0,71.0,1325,1075,0,Mettlenweg 92,Biel/Bienne,0,True,False,True,True,False,False,False,False,False,18.66,441.67,23.67,False,False,False,1325_71.0_3.0_0_Mettlenweg92_Biel/Bienne,https://www.homegate.ch/mieten/3001504559
3.0,60.0,1330,1070,0,Kutterweg 24,Biel/Bienne,1963,False,False,False,False,False,False,False,False,False,22.17,443.33,20.0,False,False,False,1330_60.0_3.0_0_Kutterweg24_Biel/Bienne,https://www.homegate.ch/mieten/3001209970
2.0,0.0,1400,1250,0,Brühlstrasse 51,Biel/Bienne,0,False,False,True,True,False,False,False,False,False,0.0,700.0,0.0,False,False,False,1400_0.0_2.0_0_Brühlstrasse51_Biel/Bienne,https://www.homegate.ch/mieten/3001675743
3.0,0.0,1458,1258,0,Neumarktstrasse 31,Biel/Bienne,2007,True,True,True,False,False,False,False,True,False,0.0,486.0,0.0,False,False,False,1458_0.0_3.0_0_Neumarktstrasse31_Biel/Bienne,https://www.homegate.ch/mieten/3001679231
2.5,74.0,1458,1282,0,Neumarktstrasse 29,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,19.7,583.2,29.6,False,False,False,1458_74.0_2.5_0_Neumarktstrasse29_Biel/Bienne,https://www.homegate.ch/mieten/3001748540
2.5,74.0,1482,1282,0,Neumarktstrasse 31,Biel/Bienne,0,False,False,True,False,False,False,False,True,False,20.03,592.8,29.6,False,False,False,1482_74.0_2.5_0_Neumarktstrasse31_Biel/Bienne,https://www.homegate.ch/mieten/3001748541
3.5,95.0,1805,1600,0,Neumarktstrasse 31,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,19.0,515.71,27.14,False,False,False,1805_95.0_3.5_0_Neumarktstrasse31_Biel/Bienne,https://www.homegate.ch/mieten/3001310518
3.5,102.0,1855,1650,0,Salomegasse 16,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,18.19,530.0,29.14,False,False,False,1855_102.0_3.5_0_Salomegasse16_Biel/Bienne,https://www.homegate.ch/mieten/3001847123
1.0,0.0,640,490,0,Zentralstrasse 55,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,0.0,640.0,0.0,False,False,False,640_0.0_1.0_0_Zentralstrasse55_Biel/Bienne,https://www.homegate.ch/mieten/3001837186
2.0,65.0,32700,0,0,Zentralstrasse 55,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,503.08,16350.0,32.5,False,False,False,32700_65.0_2.0_0_Zentralstrasse55_Biel/Bienne,https://www.homegate.ch/mieten/3001819655
2.0,70.0,1090,1090,0,Zentralstrasse 55,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,15.57,545.0,35.0,False,False,False,1090_70.0_2.0_0_Zentralstrasse55_Biel/Bienne,https://www.homegate.ch/mieten/3001819657
1.0,22.0,690,570,0,Untergasse 45,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,31.36,690.0,22.0,False,False,False,690_22.0_1.0_0_Untergasse45_Biel/Bienne,https://www.homegate.ch/mieten/3001870646
