rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_homegate
1.5,0.0,1680,1470,0,Seevorstadt 77,Biel/Bienne,2019,True,False,True,False,False,False,False,False,False,0.0,1120.0,0.0,False,False,False,1680_0.0_1.5_0_Seevorstadt77_Biel/Bienne,https://www.homegate.ch/mieten/3001835083
4.0,97.0,1690,1270,0,Verresiusstrasse 16,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,17.42,422.5,24.25,False,False,False,1690_97.0_4.0_0_Verresiusstrasse16_Biel/Bienne,https://www.homegate.ch/mieten/3000786193
3.5,92.0,1700,1500,0,No information,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,18.48,485.71,26.29,False,False,False,1700_92.0_3.5_0_Noinformation_Biel/Bienne,https://www.homegate.ch/mieten/3001869153
4.0,103.0,1720,1430,0,Rechbergerstrasse 1,Biel/Bienne,0,False,True,True,False,False,False,False,False,False,16.7,430.0,25.75,False,False,False,1720_103.0_4.0_0_Rechbergerstrasse1_Biel/Bienne,https://www.homegate.ch/mieten/3001857788
3.5,92.0,1720,1450,0,Bözingenstrasse 85,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,18.7,491.43,26.29,False,False,False,1720_92.0_3.5_0_Bözingenstrasse85_Biel/Bienne,https://www.homegate.ch/mieten/3001821523
2.5,87.0,1720,1490,0,Falkenstrasse 6,Biel/Bienne,2018,True,False,True,True,False,False,False,True,False,19.77,688.0,34.8,False,False,False,1720_87.0_2.5_0_Falkenstrasse6_Biel/Bienne,https://www.homegate.ch/mieten/3001866112
4.5,98.0,1800,1500,0,Mittelstrasse 9,Biel/Bienne,2007,True,False,True,False,False,False,False,False,False,18.37,400.0,21.78,False,False,False,1800_98.0_4.5_0_Mittelstrasse9_Biel/Bienne,https://www.homegate.ch/mieten/3001841975
1.0,98.0,1800,1550,0,Bözingenstrasse 31,Biel/Bienne,2020,True,False,False,False,False,False,False,True,False,18.37,1800.0,98.0,False,False,False,1800_98.0_1.0_0_Bözingenstrasse31_Biel/Bienne,https://www.homegate.ch/mieten/3001426419
3.5,82.0,1860,1650,0,Jakob-Stämpfli-Strasse 112a,Biel/Bienne,0,True,False,False,False,False,False,False,True,False,22.68,531.43,23.43,False,False,False,1860_82.0_3.5_0_Jakob-Stämpfli-Strasse112a_Biel/Bienne,https://www.homegate.ch/mieten/3001835285
4.5,120.0,1890,1590,0,Mittelstrasse 7,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,15.75,420.0,26.67,False,False,False,1890_120.0_4.5_0_Mittelstrasse7_Biel/Bienne,https://www.homegate.ch/mieten/3001371504
3.5,86.0,1895,1675,0,Jakob-Stämpfli-Strasse 114a,Biel/Bienne,0,True,False,True,False,False,False,False,True,False,22.03,541.43,24.57,False,False,False,1895_86.0_3.5_0_Jakob-Stämpfli-Strasse114a_Biel/Bienne,https://www.homegate.ch/mieten/3001556396
3.5,86.0,1895,1675,0,Jakob-Stämpfli-Strasse 112b,Biel/Bienne,0,True,False,True,False,False,False,False,True,False,22.03,541.43,24.57,False,False,False,1895_86.0_3.5_0_Jakob-Stämpfli-Strasse112b_Biel/Bienne,https://www.homegate.ch/mieten/3001551639
3.5,86.0,1895,1675,0,Jakob-Stämpfli-Strasse 116a,Biel/Bienne,0,True,False,True,False,False,False,False,True,False,22.03,541.43,24.57,False,False,False,1895_86.0_3.5_0_Jakob-Stämpfli-Strasse116a_Biel/Bienne,https://www.homegate.ch/mieten/3001725191
1.0,82.0,1900,1650,0,Bözingenstrasse 31,Biel/Bienne,2020,True,False,False,False,False,False,False,False,False,23.17,1900.0,82.0,False,False,False,1900_82.0_1.0_0_Bözingenstrasse31_Biel/Bienne,https://www.homegate.ch/mieten/3001155009
3.5,86.0,1925,1705,0,Jakob-Stämpfli-Strasse 116b,Biel/Bienne,0,True,False,False,False,False,False,False,True,False,22.38,550.0,24.57,False,False,False,1925_86.0_3.5_0_Jakob-Stämpfli-Strasse116b_Biel/Bienne,https://www.homegate.ch/mieten/3001806470
2.5,0.0,1930,1710,0,Seevorstadt 77,Biel/Bienne,2019,True,False,True,True,False,False,False,False,False,0.0,772.0,0.0,False,False,False,1930_0.0_2.5_0_Seevorstadt77_Biel/Bienne,https://www.homegate.ch/mieten/3001859512
3.5,86.0,1945,1725,0,Jakob-Stämpfli-Strasse 118a,Biel/Bienne,0,True,False,True,False,False,False,False,True,False,22.62,555.71,24.57,False,False,False,1945_86.0_3.5_0_Jakob-Stämpfli-Strasse118a_Biel/Bienne,https://www.homegate.ch/mieten/3001759630
3.5,102.0,2090,1840,0,Feldeckstrasse 17,Biel/Bienne,0,False,False,True,True,False,False,False,False,False,20.49,597.14,29.14,False,False,False,2090_102.0_3.5_0_Feldeckstrasse17_Biel/Bienne,https://www.homegate.ch/mieten/3001514947
3.5,90.0,2575,2345,0,Jakob-Stämpfli-Strasse 118a,Biel/Bienne,0,True,False,True,False,False,False,False,True,False,28.61,735.71,25.71,False,False,False,2575_90.0_3.5_0_Jakob-Stämpfli-Strasse118a_Biel/Bienne,https://www.homegate.ch/mieten/3001835636
4.5,145.0,2660,2400,0,Freiestrasse 13,Biel/Bienne,2012,True,True,True,False,False,False,False,False,False,18.34,591.11,32.22,False,False,False,2660_145.0_4.5_0_Freiestrasse13_Biel/Bienne,https://www.homegate.ch/mieten/3001872689
1.0,0.0,450,370,0,Brüggstrasse 66,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,450.0,0.0,False,False,False,450_0.0_1.0_0_Brüggstrasse66_Biel/Bienne,https://www.homegate.ch/mieten/3001454026
1.0,22.0,690,600,0,Mettstrasse 18a,Biel/Bienne,2019,False,False,True,False,False,False,False,False,False,31.36,690.0,22.0,False,False,False,690_22.0_1.0_0_Mettstrasse18a_Biel/Bienne,https://www.homegate.ch/mieten/3001631438
1.0,22.0,740,650,0,Madretschstrasse 56,Biel/Bienne,2022,True,False,False,False,False,False,False,False,False,33.64,740.0,22.0,False,False,False,740_22.0_1.0_0_Madretschstrasse56_Biel/Bienne,https://www.homegate.ch/mieten/3001542484
1.0,0.0,750,650,0,Madretschstrasse 120,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,0.0,750.0,0.0,False,False,False,750_0.0_1.0_0_Madretschstrasse120_Biel/Bienne,https://www.homegate.ch/mieten/3001397512
1.5,33.0,800,670,0,Heideweg 15,Biel/Bienne,0,False,False,False,True,False,False,False,False,False,24.24,533.33,22.0,False,False,False,800_33.0_1.5_0_Heideweg15_Biel/Bienne,https://www.homegate.ch/mieten/3001810809
1.5,30.0,810,700,0,Madretschstrasse 56,Biel/Bienne,2022,True,False,False,False,False,False,False,False,False,27.0,540.0,20.0,False,False,False,810_30.0_1.5_0_Madretschstrasse56_Biel/Bienne,https://www.homegate.ch/mieten/3001542497
2.0,48.0,890,740,0,Zionsweg 46,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,18.54,445.0,24.0,False,False,False,890_48.0_2.0_0_Zionsweg46_Biel/Bienne,https://www.homegate.ch/mieten/3001735795
2.0,42.0,920,750,0,Heideweg 13,Biel/Bienne,0,False,False,False,True,False,False,False,False,False,21.9,460.0,21.0,False,False,False,920_42.0_2.0_0_Heideweg13_Biel/Bienne,https://www.homegate.ch/mieten/3001871050
2.0,45.0,940,800,0,Madretschstrasse 124,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,20.89,470.0,22.5,False,False,False,940_45.0_2.0_0_Madretschstrasse124_Biel/Bienne,https://www.homegate.ch/mieten/3001537273
2.0,45.0,940,800,0,Aegertenstrasse 22,Biel/Bienne,0,False,False,True,True,False,False,False,False,False,20.89,470.0,22.5,False,False,False,940_45.0_2.0_0_Aegertenstrasse22_Biel/Bienne,https://www.homegate.ch/mieten/3001441715
2.5,0.0,960,700,0,Salzhausstrasse 12,Biel/Bienne,0,False,False,False,True,False,False,False,False,False,0.0,384.0,0.0,False,False,False,960_0.0_2.5_0_Salzhausstrasse12_Biel/Bienne,https://www.homegate.ch/mieten/3001858608
2.5,65.0,980,760,0,Radiusweg 5,Biel/Bienne,0,True,True,True,False,False,False,False,False,False,15.08,392.0,26.0,False,False,False,980_65.0_2.5_0_Radiusweg5_Biel/Bienne,https://www.homegate.ch/mieten/3001831015
2.0,46.0,980,850,0,Aegertenstrasse 22,Biel/Bienne,2022,False,False,True,False,False,False,False,False,False,21.3,490.0,23.0,False,False,False,980_46.0_2.0_0_Aegertenstrasse22_Biel/Bienne,https://www.homegate.ch/mieten/3001670217
2.5,0.0,1010,820,0,Ernst-Schülerstrasse 76,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,404.0,0.0,False,False,False,1010_0.0_2.5_0_Ernst-Schülerstrasse76_Biel/Bienne,https://www.homegate.ch/mieten/3001841636
2.0,45.0,1020,880,0,Brüggstrasse 80,Biel/Bienne,2016,True,False,False,False,False,False,False,False,False,22.67,510.0,22.5,False,False,False,1020_45.0_2.0_0_Brüggstrasse80_Biel/Bienne,https://www.homegate.ch/mieten/3001629520
2.5,56.0,1050,900,0,Madretschstrasse 56,Biel/Bienne,2022,True,False,False,False,False,False,False,False,False,18.75,420.0,22.4,False,False,False,1050_56.0_2.5_0_Madretschstrasse56_Biel/Bienne,https://www.homegate.ch/mieten/3001542252
2.5,56.0,1070,920,0,Madretschstrasse 56,Biel/Bienne,2022,True,False,False,False,False,False,False,False,False,19.11,428.0,22.4,False,False,False,1070_56.0_2.5_0_Madretschstrasse56_Biel/Bienne,https://www.homegate.ch/mieten/3001525402
2.5,0.0,1070,890,0,Brüggstrasse 62,Biel/Bienne,0,False,False,False,True,False,False,False,True,False,0.0,428.0,0.0,False,False,False,1070_0.0_2.5_0_Brüggstrasse62_Biel/Bienne,https://www.homegate.ch/mieten/3001761092
2.5,0.0,1070,870,0,Mattenstrasse 78,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,428.0,0.0,False,False,False,1070_0.0_2.5_0_Mattenstrasse78_Biel/Bienne,https://www.homegate.ch/mieten/3001841090
2.5,0.0,1070,890,0,Oberer Quai 38,Biel/Bienne,1996,False,False,False,False,False,False,False,False,False,0.0,428.0,0.0,False,False,False,1070_0.0_2.5_0_ObererQuai38_Biel/Bienne,https://www.homegate.ch/mieten/3001858625
2.5,0.0,1090,940,0,Pestalozzi-Allée 76,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,436.0,0.0,False,False,False,1090_0.0_2.5_0_Pestalozzi-Allée76_Biel/Bienne,https://www.homegate.ch/mieten/3001858621
3.5,60.0,1100,900,0,Lischenweg 9,Biel/Bienne,0,False,True,False,False,False,False,False,False,False,18.33,314.29,17.14,False,False,False,1100_60.0_3.5_0_Lischenweg9_Biel/Bienne,https://www.homegate.ch/mieten/3001388940
2.0,49.0,1114,914,0,Meisenweg 16,Biel/Bienne,1955,True,True,False,False,False,False,False,False,False,22.73,557.0,24.5,False,False,False,1114_49.0_2.0_0_Meisenweg16_Biel/Bienne,https://www.homegate.ch/mieten/3001868048
3.0,62.0,1120,940,0,Mattenstrasse 138,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,18.06,373.33,20.67,False,False,False,1120_62.0_3.0_0_Mattenstrasse138_Biel/Bienne,https://www.homegate.ch/mieten/3001835335
3.5,60.0,1130,950,0,Brüggstrasse 66,Biel/Bienne,2015,True,False,True,False,False,False,False,False,False,18.83,322.86,17.14,False,False,False,1130_60.0_3.5_0_Brüggstrasse66_Biel/Bienne,https://www.homegate.ch/mieten/3001439208
2.0,51.0,1140,960,0,General-Dufour-Strasse 84,Biel/Bienne,0,True,False,False,True,False,False,False,False,True,22.35,570.0,25.5,False,False,False,1140_51.0_2.0_0_General-Dufour-Strasse84_Biel/Bienne,https://www.homegate.ch/mieten/3001772715
3.5,69.0,1150,940,0,Heideweg 15,Biel/Bienne,0,False,False,False,True,False,False,False,False,False,16.67,328.57,19.71,False,False,False,1150_69.0_3.5_0_Heideweg15_Biel/Bienne,https://www.homegate.ch/mieten/3001810808
3.5,69.0,1150,900,0,Madretschstrasse 76,Biel/Bienne,0,False,False,False,True,False,False,False,False,False,16.67,328.57,19.71,False,False,False,1150_69.0_3.5_0_Madretschstrasse76_Biel/Bienne,https://www.homegate.ch/mieten/3001855792
2.5,0.0,1150,930,0,Pestalozziallee 80,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,460.0,0.0,False,False,False,1150_0.0_2.5_0_Pestalozziallee80_Biel/Bienne,https://www.homegate.ch/mieten/3001858610
3.0,65.0,1155,910,0,Meisenweg 16,Biel/Bienne,1955,False,True,False,False,False,False,False,False,False,17.77,385.0,21.67,False,False,False,1155_65.0_3.0_0_Meisenweg16_Biel/Bienne,https://www.homegate.ch/mieten/3001868042
3.0,62.0,1160,990,0,Brüggstrasse 78,Biel/Bienne,2017,False,False,False,False,False,False,False,False,False,18.71,386.67,20.67,False,False,False,1160_62.0_3.0_0_Brüggstrasse78_Biel/Bienne,https://www.homegate.ch/mieten/3001703244
2.5,55.0,1160,940,0,Pianostrasse 48,Biel/Bienne,2018,True,True,True,False,False,False,False,False,False,21.09,464.0,22.0,False,False,False,1160_55.0_2.5_0_Pianostrasse48_Biel/Bienne,https://www.homegate.ch/mieten/3001761637
3.5,60.0,1170,990,0,Aegertenstrasse 20,Biel/Bienne,2013,True,False,False,True,False,False,False,False,False,19.5,334.29,17.14,False,False,False,1170_60.0_3.5_0_Aegertenstrasse20_Biel/Bienne,https://www.homegate.ch/mieten/3001481137
3.0,0.0,1170,990,0,Madretschstrasse 122,Biel/Bienne,2013,True,False,True,False,False,False,False,False,False,0.0,390.0,0.0,False,False,False,1170_0.0_3.0_0_Madretschstrasse122_Biel/Bienne,https://www.homegate.ch/mieten/3001629159
2.5,68.0,1180,1030,0,Alfred-Aebi-Strasse 92,Biel/Bienne,2016,False,True,False,False,False,False,False,False,False,17.35,472.0,27.2,False,False,False,1180_68.0_2.5_0_Alfred-Aebi-Strasse92_Biel/Bienne,https://www.homegate.ch/mieten/3001851748
3.5,67.0,1190,1030,0,Lischenweg 15,Biel/Bienne,2021,True,True,False,False,False,False,False,False,False,17.76,340.0,19.14,False,False,False,1190_67.0_3.5_0_Lischenweg15_Biel/Bienne,https://www.homegate.ch/mieten/3001206176
3.5,0.0,1190,1010,0,Pestalozzi-Allée 76,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,340.0,0.0,False,False,False,1190_0.0_3.5_0_Pestalozzi-Allée76_Biel/Bienne,https://www.homegate.ch/mieten/3001858618
2.5,0.0,1190,1000,0,Brüggstrasse 93,Biel/Bienne,1784,True,False,True,True,False,False,False,False,False,0.0,476.0,0.0,False,False,False,1190_0.0_2.5_0_Brüggstrasse93_Biel/Bienne,https://www.homegate.ch/mieten/3001798974
3.5,0.0,1200,1000,0,Pestalozzi-Allée 76,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,342.86,0.0,False,False,False,1200_0.0_3.5_0_Pestalozzi-Allée76_Biel/Bienne,https://www.homegate.ch/mieten/3001858619
3.0,50.0,1200,950,0,Brüggstrasse 40,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,24.0,400.0,16.67,False,False,False,1200_50.0_3.0_0_Brüggstrasse40_Biel/Bienne,https://www.homegate.ch/mieten/3001807050
2.5,0.0,1200,1050,0,Rainstrasse 35 / 37,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,0.0,480.0,0.0,False,False,False,1200_0.0_2.5_0_Rainstrasse35/37_Biel/Bienne,https://www.homegate.ch/mieten/3001851048
3.0,68.0,1210,990,0,Rue de Madretsch 52,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,17.79,403.33,22.67,False,False,False,1210_68.0_3.0_0_RuedeMadretsch52_Biel/Bienne,https://www.homegate.ch/mieten/3001751196
3.5,70.0,1220,850,0,Zentralstrasse 99 B,Biel/Bienne,1910,False,False,False,False,False,False,False,False,False,17.43,348.57,20.0,False,False,False,1220_70.0_3.5_0_Zentralstrasse99B_Biel/Bienne,https://www.homegate.ch/mieten/3001656206
3.0,0.0,1250,1000,0,Radiusweg 4,Biel/Bienne,1961,True,True,False,True,False,False,False,False,False,0.0,416.67,0.0,False,False,False,1250_0.0_3.0_0_Radiusweg4_Biel/Bienne,https://www.homegate.ch/mieten/3001858614
3.0,0.0,1250,1000,0,Schmiedweg 32,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,0.0,416.67,0.0,False,False,False,1250_0.0_3.0_0_Schmiedweg32_Biel/Bienne,https://www.homegate.ch/mieten/3001861186
3.0,0.0,1270,1030,0,Radiusweg 4,Biel/Bienne,1961,False,False,False,True,False,False,False,False,False,0.0,423.33,0.0,False,False,False,1270_0.0_3.0_0_Radiusweg4_Biel/Bienne,https://www.homegate.ch/mieten/3001858612
4.0,0.0,1300,1100,0,Oberer Quai 38,Biel/Bienne,1996,False,False,False,False,False,False,False,False,False,0.0,325.0,0.0,False,False,False,1300_0.0_4.0_0_ObererQuai38_Biel/Bienne,https://www.homegate.ch/mieten/3001858624
3.0,0.0,1315,1025,0,Lindenweg 49,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,438.33,0.0,False,False,False,1315_0.0_3.0_0_Lindenweg49_Biel/Bienne,https://www.homegate.ch/mieten/3001873180
4.0,73.0,1330,1120,0,Meisenweg 8,Biel/Bienne,1955,True,True,False,False,False,False,False,False,False,18.22,332.5,18.25,False,False,False,1330_73.0_4.0_0_Meisenweg8_Biel/Bienne,https://www.homegate.ch/mieten/3001868044
3.5,0.0,1350,1170,0,Jurastr. 48,Biel/Bienne,2014,True,True,True,True,False,False,False,False,False,0.0,385.71,0.0,False,False,False,1350_0.0_3.5_0_Jurastr.48_Biel/Bienne,https://www.homegate.ch/mieten/3001744002
3.5,75.0,1350,1140,0,Heideweg 19,Biel/Bienne,0,True,False,False,True,False,False,False,True,False,18.0,385.71,21.43,False,False,False,1350_75.0_3.5_0_Heideweg19_Biel/Bienne,https://www.homegate.ch/mieten/3001755808
3.5,73.0,1350,1120,0,Oberer Quai 36,Biel/Bienne,0,True,True,True,False,False,False,False,False,False,18.49,385.71,20.86,False,False,False,1350_73.0_3.5_0_ObererQuai36_Biel/Bienne,https://www.homegate.ch/mieten/3001858598
3.5,73.0,1380,1080,0,Neumarktstrasse 48,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,18.9,394.29,20.86,False,False,False,1380_73.0_3.5_0_Neumarktstrasse48_Biel/Bienne,https://www.homegate.ch/mieten/3001255913
3.5,71.0,1400,1200,0,Ländtestrasse 51,Biel/Bienne,0,False,True,True,False,False,False,False,False,False,19.72,400.0,20.29,False,False,False,1400_71.0_3.5_0_Ländtestrasse51_Biel/Bienne,https://www.homegate.ch/mieten/3001731211
3.5,68.0,1400,1100,0,Bärletweg 29,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,20.59,400.0,19.43,False,False,False,1400_68.0_3.5_0_Bärletweg29_Biel/Bienne,https://www.homegate.ch/mieten/3001661145
2.5,70.0,1400,1150,0,Pianostrasse 30,Biel/Bienne,0,False,False,True,False,False,False,False,False,False,20.0,560.0,28.0,False,False,False,1400_70.0_2.5_0_Pianostrasse30_Biel/Bienne,https://www.homegate.ch/mieten/3001601749
1.0,0.0,1430,1230,0,Mattenstrasse 71 / Haus I,Biel/Bienne,0,False,True,False,False,False,False,False,False,False,0.0,1430.0,0.0,False,False,False,1430_0.0_1.0_0_Mattenstrasse71/HausI_Biel/Bienne,https://www.homegate.ch/mieten/3001406386
3.5,0.0,1445,1240,0,Stämpflistrasse 101,Biel/Bienne,2022,True,False,True,False,False,False,False,False,False,0.0,412.86,0.0,False,False,False,1445_0.0_3.5_0_Stämpflistrasse101_Biel/Bienne,https://www.homegate.ch/mieten/3001868921
4.0,0.0,1450,1250,0,Brüggstrasse 86,Biel/Bienne,2017,True,False,False,False,False,False,False,False,False,0.0,362.5,0.0,False,False,False,1450_0.0_4.0_0_Brüggstrasse86_Biel/Bienne,https://www.homegate.ch/mieten/3001579310
3.0,83.0,1460,1180,0,Oberer Quai 66 (Jurablick),Biel/Bienne,2005,False,True,True,True,False,False,False,False,False,17.59,486.67,27.67,False,False,False,1460_83.0_3.0_0_ObererQuai66(Jurablick)_Biel/Bienne,https://www.homegate.ch/mieten/3001662189
3.5,0.0,1500,1300,0,Ernst-Schülerstrasse 26,Biel/Bienne,2017,True,False,True,False,False,False,False,False,False,0.0,428.57,0.0,False,False,False,1500_0.0_3.5_0_Ernst-Schülerstrasse26_Biel/Bienne,https://www.homegate.ch/mieten/3001789023
3.0,0.0,1500,1300,0,Johann-Verresius-Strasse 12,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,500.0,0.0,False,False,False,1500_0.0_3.0_0_Johann-Verresius-Strasse12_Biel/Bienne,https://www.homegate.ch/mieten/3001563407
3.0,66.0,1500,1250,0,Badhausstrasse 17,Biel/Bienne,1960,True,True,True,False,False,False,False,False,False,22.73,500.0,22.0,False,False,False,1500_66.0_3.0_0_Badhausstrasse17_Biel/Bienne,https://www.homegate.ch/mieten/3001822813
3.5,67.0,1550,1350,0,Lindenweg 5,Biel/Bienne,2019,True,False,False,True,False,False,False,True,False,23.13,442.86,19.14,False,False,False,1550_67.0_3.5_0_Lindenweg5_Biel/Bienne,https://www.homegate.ch/mieten/3001496208
3.5,96.0,1580,1360,0,Alfred-Aebi-Strasse 92,Biel/Bienne,2016,False,True,False,False,False,False,False,False,False,16.46,451.43,27.43,False,False,False,1580_96.0_3.5_0_Alfred-Aebi-Strasse92_Biel/Bienne,https://www.homegate.ch/mieten/3001789135
3.0,88.0,1590,1440,0,No information,Biel/Bienne,2022,True,False,False,False,False,False,False,False,False,18.07,530.0,29.33,False,False,False,1590_88.0_3.0_0_Noinformation_Biel/Bienne,https://www.homegate.ch/mieten/3001863184
3.5,65.0,1600,1400,0,Lindenweg 5,Biel/Bienne,2016,True,False,False,True,False,False,False,True,False,24.62,457.14,18.57,False,False,False,1600_65.0_3.5_0_Lindenweg5_Biel/Bienne,https://www.homegate.ch/mieten/3001286407
3.5,75.0,1600,1400,0,Mattenstrasse 4,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,21.33,457.14,21.43,False,False,False,1600_75.0_3.5_0_Mattenstrasse4_Biel/Bienne,https://www.homegate.ch/mieten/3001789320
3.5,0.0,1600,1400,0,Rainstrasse 35 / 37,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,0.0,457.14,0.0,False,False,False,1600_0.0_3.5_0_Rainstrasse35/37_Biel/Bienne,https://www.homegate.ch/mieten/3001842278
4.0,96.0,1630,1410,0,Alfred-Aebi-Strasse 92,Biel/Bienne,2016,False,True,False,False,False,False,False,False,False,16.98,407.5,24.0,False,False,False,1630_96.0_4.0_0_Alfred-Aebi-Strasse92_Biel/Bienne,https://www.homegate.ch/mieten/3001851747
4.0,84.0,1680,1390,0,Badhausstrasse 19,Biel/Bienne,1960,True,True,True,False,False,False,False,False,False,20.0,420.0,21.0,False,False,False,1680_84.0_4.0_0_Badhausstrasse19_Biel/Bienne,https://www.homegate.ch/mieten/3001671655
4.5,115.0,1690,1290,0,Mattenstrasse 16,Biel/Bienne,1902,True,True,False,False,False,False,False,True,False,14.7,375.56,25.56,False,False,False,1690_115.0_4.5_0_Mattenstrasse16_Biel/Bienne,https://www.homegate.ch/mieten/3001858601
3.5,0.0,1700,1440,0,Gartenstrasse,Biel/Bienne,2018,True,True,True,False,False,False,False,False,False,0.0,485.71,0.0,False,False,False,1700_0.0_3.5_0_Gartenstrasse_Biel/Bienne,https://www.homegate.ch/mieten/3000769665
3.5,98.0,1730,1520,0,Alleestrasse 37a,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,17.65,494.29,28.0,False,False,False,1730_98.0_3.5_0_Alleestrasse37a_Biel/Bienne,https://www.homegate.ch/mieten/3001635167
3.5,98.0,1770,1520,0,Alleestrasse 37a,Biel/Bienne,0,False,False,True,False,False,False,False,True,False,18.06,505.71,28.0,False,False,False,1770_98.0_3.5_0_Alleestrasse37a_Biel/Bienne,https://www.homegate.ch/mieten/3001852050
4.0,79.0,1780,1390,0,Badhausstrasse 15,Biel/Bienne,1960,True,True,True,False,False,False,False,False,False,22.53,445.0,19.75,False,False,False,1780_79.0_4.0_0_Badhausstrasse15_Biel/Bienne,https://www.homegate.ch/mieten/3001803484
3.5,87.0,1780,1520,0,Mattenstrasse 2,Biel/Bienne,0,False,False,False,False,False,False,False,False,False,20.46,508.57,24.86,False,False,False,1780_87.0_3.5_0_Mattenstrasse2_Biel/Bienne,https://www.homegate.ch/mieten/3001855657
4.5,120.0,1795,1475,0,Salzhausstrasse 14,Biel/Bienne,1934,True,True,False,False,False,False,False,False,False,14.96,398.89,26.67,False,False,False,1795_120.0_4.5_0_Salzhausstrasse14_Biel/Bienne,https://www.homegate.ch/mieten/3001774460
4.5,0.0,1800,1600,0,Zentralstrasse 91 / Haus A,Biel/Bienne,0,True,True,False,False,False,False,False,False,False,0.0,400.0,0.0,False,False,False,1800_0.0_4.5_0_Zentralstrasse91/HausA_Biel/Bienne,https://www.homegate.ch/mieten/3001406384
5.5,0.0,1821,1511,0,Ernst-Schülerstrasse 37,Biel/Bienne,0,True,True,True,False,False,False,False,False,False,0.0,331.09,0.0,False,False,False,1821_0.0_5.5_0_Ernst-Schülerstrasse37_Biel/Bienne,https://www.homegate.ch/mieten/3001844018
3.5,90.0,1825,1600,0,Marie-Louise-Bloesch-Weg 8,Biel/Bienne,0,False,True,True,False,False,False,False,True,False,20.28,521.43,25.71,False,False,False,1825_90.0_3.5_0_Marie-Louise-Bloesch-Weg8_Biel/Bienne,https://www.homegate.ch/mieten/3001867883
4.0,84.0,1830,1500,0,Badhausstrasse 21,Biel/Bienne,1960,True,True,True,False,False,False,False,False,False,21.79,457.5,21.0,False,False,False,1830_84.0_4.0_0_Badhausstrasse21_Biel/Bienne,https://www.homegate.ch/mieten/3001811509
3.0,0.0,1870,1610,0,Mattenstrasse 2,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,0.0,623.33,0.0,False,False,False,1870_0.0_3.0_0_Mattenstrasse2_Biel/Bienne,https://www.homegate.ch/mieten/3001855664
4.5,69.0,1890,330,0,Brüggstrasse 40,Biel/Bienne,2022,True,False,True,False,False,False,False,False,False,27.39,420.0,15.33,False,False,False,1890_69.0_4.5_0_Brüggstrasse40_Biel/Bienne,https://www.homegate.ch/mieten/3001855093
4.0,0.0,1890,1560,0,Brüggstrasse 40,Biel/Bienne,0,True,False,True,False,False,False,False,False,False,0.0,472.5,0.0,False,False,False,1890_0.0_4.0_0_Brüggstrasse40_Biel/Bienne,https://www.homegate.ch/mieten/3001861533
3.5,0.0,1890,1700,0,Zentralstrasse 85 / Haus C,Biel/Bienne,0,True,True,False,False,False,False,False,False,False,0.0,540.0,0.0,False,False,False,1890_0.0_3.5_0_Zentralstrasse85/HausC_Biel/Bienne,https://www.homegate.ch/mieten/3001406398
3.5,87.0,1930,1670,0,Mattenstrasse 2,Biel/Bienne,0,True,False,False,False,False,False,False,False,False,22.18,551.43,24.86,False,False,False,1930_87.0_3.5_0_Mattenstrasse2_Biel/Bienne,https://www.homegate.ch/mieten/3001855684
4.5,141.0,1931,1531,0,Oberer Quai 66 (Jurablick),Biel/Bienne,2005,False,True,True,True,False,False,False,False,False,13.7,429.11,31.33,False,False,False,1931_141.0_4.5_0_ObererQuai66(Jurablick)_Biel/Bienne,https://www.homegate.ch/mieten/3001838306
